ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	218.023	0.983
 0	 0	 1	216.958	1.532
 0	 0	 2	215.950	1.566
 0	 0	 3	214.930	0.976
 0	 0	 4	213.871	0.855
 0	 0	 5	212.928	0.977
 0	 0	 6	211.890	0.844
 0	 0	 7	210.821	0.868
 0	 1	 0	217.907	1.731
 0	 1	 1	217.049	1.090
 0	 1	 2	216.011	2.121
 0	 1	 3	214.897	2.413
 0	 1	 4	213.839	1.203
 0	 1	 5	212.825	1.228
 0	 1	 6	211.819	1.144
 0	 1	 7	210.732	1.042
 0	 2	 0	217.961	1.279
 0	 2	 1	217.052	1.477
 0	 2	 2	215.981	1.451
 0	 2	 3	214.840	1.231
 0	 2	 4	213.939	1.272
 0	 2	 5	212.832	1.358
 0	 2	 6	211.882	1.375
 0	 2	 7	210.762	1.067
 0	 3	 0	218.097	1.704
 0	 3	 1	217.048	1.491
 0	 3	 2	215.964	1.473
 0	 3	 3	214.997	1.568
 0	 3	 4	213.925	1.525
 0	 3	 5	212.835	1.328
 0	 3	 6	211.845	1.473
 0	 3	 7	210.595	1.382
 0	 4	 0	218.170	2.064
 0	 4	 1	216.976	1.397
 0	 4	 2	215.974	1.706
 0	 4	 3	214.961	1.462
 0	 4	 4	213.886	1.675
 0	 4	 5	212.992	1.625
 0	 4	 6	211.882	1.476
 0	 4	 7	210.675	1.592
 0	 5	 0	217.976	1.550
 0	 5	 1	217.001	1.846
 0	 5	 2	216.079	1.595
 0	 5	 3	214.822	1.531
 0	 5	 4	213.973	1.847
 0	 5	 5	212.724	2.140
 0	 5	 6	211.919	1.764
 0	 5	 7	210.645	1.518
 0	 6	 0	218.172	1.951
 0	 6	 1	216.965	3.214
 0	 6	 2	215.996	1.437
 0	 6	 3	214.946	1.592
 0	 6	 4	213.839	1.500
 0	 6	 5	212.790	1.959
 0	 6	 6	211.855	1.467
 0	 6	 7	210.685	1.376
 0	 7	 0	218.173	1.736
 0	 7	 1	217.070	2.753
 0	 7	 2	216.026	1.543
 0	 7	 3	214.989	1.360
 0	 7	 4	213.912	1.541
 0	 7	 5	212.966	1.590
 0	 7	 6	211.966	1.408
 0	 7	 7	210.684	1.418
 1	 0	 0	220.665	1.096
 1	 0	 1	219.589	1.585
 1	 0	 2	218.634	1.638
 1	 0	 3	217.630	1.042
 1	 0	 4	216.766	0.891
 1	 0	 5	215.665	1.010
 1	 0	 6	214.620	0.929
 1	 0	 7	213.594	1.018
 1	 1	 0	220.723	1.665
 1	 1	 1	219.679	1.225
 1	 1	 2	218.578	2.149
 1	 1	 3	217.649	2.369
 1	 1	 4	216.844	1.340
 1	 1	 5	215.661	1.433
 1	 1	 6	214.664	1.265
 1	 1	 7	213.584	1.096
 1	 2	 0	220.680	1.671
 1	 2	 1	219.594	1.609
 1	 2	 2	218.717	1.582
 1	 2	 3	217.620	1.397
 1	 2	 4	216.773	1.629
 1	 2	 5	215.735	1.660
 1	 2	 6	214.619	1.755
 1	 2	 7	213.639	1.392
 1	 3	 0	220.698	1.864
 1	 3	 1	219.652	1.714
 1	 3	 2	218.725	1.449
 1	 3	 3	217.682	1.682
 1	 3	 4	216.871	1.802
 1	 3	 5	215.681	1.498
 1	 3	 6	214.658	1.815
 1	 3	 7	213.535	1.671
 1	 4	 0	220.956	2.591
 1	 4	 1	219.664	1.606
 1	 4	 2	218.789	1.904
 1	 4	 3	217.736	1.584
 1	 4	 4	216.875	1.978
 1	 4	 5	216.009	2.677
 1	 4	 6	214.770	1.720
 1	 4	 7	213.552	1.777
 1	 5	 0	220.723	1.839
 1	 5	 1	219.819	1.977
 1	 5	 2	218.765	1.711
 1	 5	 3	217.767	1.736
 1	 5	 4	216.808	2.065
 1	 5	 5	215.779	1.843
 1	 5	 6	214.722	1.934
 1	 5	 7	213.584	1.797
 1	 6	 0	220.810	2.252
 1	 6	 1	219.674	3.496
 1	 6	 2	218.794	1.731
 1	 6	 3	217.637	1.794
 1	 6	 4	216.875	1.797
 1	 6	 5	215.847	1.981
 1	 6	 6	214.744	1.559
 1	 6	 7	213.573	1.646
 1	 7	 0	220.958	2.374
 1	 7	 1	219.809	3.123
 1	 7	 2	218.753	1.630
 1	 7	 3	217.712	1.574
 1	 7	 4	216.820	1.795
 1	 7	 5	215.711	1.830
 1	 7	 6	214.687	1.642
 1	 7	 7	213.517	1.787
 2	 0	 0	215.260	1.271
 2	 0	 1	214.125	2.082
 2	 0	 2	213.144	2.247
 2	 0	 3	212.094	1.293
 2	 0	 4	210.993	1.144
 2	 0	 5	209.785	1.299
 2	 0	 6	208.779	1.354
 2	 0	 7	207.733	1.202
 2	 1	 0	215.199	2.349
 2	 1	 1	214.176	1.634
 2	 1	 2	213.123	3.164
 2	 1	 3	211.971	3.134
 2	 1	 4	210.889	1.736
 2	 1	 5	209.781	1.834
 2	 1	 6	208.760	1.665
 2	 1	 7	207.747	1.569
 2	 2	 0	215.227	2.099
 2	 2	 1	214.080	2.065
 2	 2	 2	213.129	2.095
 2	 2	 3	211.990	1.886
 2	 2	 4	210.887	1.975
 2	 2	 5	209.764	2.091
 2	 2	 6	208.795	2.159
 2	 2	 7	207.685	1.828
 2	 3	 0	215.236	2.330
 2	 3	 1	214.129	2.338
 2	 3	 2	213.104	2.326
 2	 3	 3	212.072	2.300
 2	 3	 4	210.829	2.295
 2	 3	 5	209.823	1.951
 2	 3	 6	208.803	2.181
 2	 3	 7	207.456	2.761
 2	 4	 0	215.036	3.228
 2	 4	 1	214.109	2.312
 2	 4	 2	213.021	2.702
 2	 4	 3	211.974	2.249
 2	 4	 4	210.888	2.351
 2	 4	 5	209.898	2.286
 2	 4	 6	208.708	2.414
 2	 4	 7	207.667	2.494
 2	 5	 0	215.229	2.259
 2	 5	 1	214.176	2.535
 2	 5	 2	213.143	2.437
 2	 5	 3	212.035	2.248
 2	 5	 4	210.891	2.559
 2	 5	 5	209.275	3.816
 2	 5	 6	208.795	2.592
 2	 5	 7	207.680	2.409
 2	 6	 0	215.330	2.781
 2	 6	 1	214.108	4.522
 2	 6	 2	213.143	2.352
 2	 6	 3	212.150	2.324
 2	 6	 4	210.854	2.419
 2	 6	 5	209.848	2.681
 2	 6	 6	208.796	2.231
 2	 6	 7	207.684	2.114
 2	 7	 0	215.258	2.470
 2	 7	 1	214.150	4.224
 2	 7	 2	213.199	2.104
 2	 7	 3	212.042	2.075
 2	 7	 4	210.929	2.303
 2	 7	 5	209.827	2.344
 2	 7	 6	208.872	2.222
 2	 7	 7	207.803	2.092
 3	 0	 0	227.418	1.848
 3	 0	 1	226.268	2.773
 3	 0	 2	225.108	3.058
 3	 0	 3	224.224	1.612
 3	 0	 4	223.181	1.635
 3	 0	 5	222.048	1.612
 3	 0	 6	221.109	1.667
 3	 0	 7	220.028	1.377
 3	 1	 0	227.245	2.731
 3	 1	 1	226.303	2.027
 3	 1	 2	225.207	2.535
 3	 1	 3	223.979	3.964
 3	 1	 4	223.142	1.879
 3	 1	 5	222.063	1.898
 3	 1	 6	221.100	1.951
 3	 1	 7	220.018	1.866
 3	 2	 0	227.397	2.676
 3	 2	 1	226.169	2.359
 3	 2	 2	225.308	2.546
 3	 2	 3	224.213	2.221
 3	 2	 4	223.158	2.325
 3	 2	 5	221.982	2.487
 3	 2	 6	221.062	2.380
 3	 2	 7	219.961	2.348
 3	 3	 0	227.304	2.629
 3	 3	 1	226.233	2.574
