INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	5.885	3.657	4.686	3.014
 0	 1	7.337	4.269	6.032	3.480
 0	 2	6.978	4.662	6.209	4.087
 0	 3	13.729	7.041	12.507	6.189
 0	 4	17.441	8.795	15.478	7.794
 0	 5	9.114	5.281	8.319	4.738
 0	 6	7.217	3.952	6.446	3.541
 0	 7	6.569	4.112	6.086	3.899
 1	 0	6.009	4.138	4.733	3.368
 1	 1	7.364	4.371	6.045	3.628
 1	 2	7.233	4.427	6.533	4.093
 1	 3	14.450	8.110	13.328	7.115
 1	 4	17.303	8.782	15.246	7.902
 1	 5	9.076	5.597	8.436	5.143
 1	 6	6.806	4.307	5.893	3.747
 1	 7	6.062	3.930	5.618	3.776
 2	 0	8.204	4.517	6.340	3.643
 2	 1	9.962	4.954	8.007	4.108
 2	 2	9.796	4.859	8.647	4.307
 2	 3	20.208	10.388	18.462	8.762
 2	 4	25.491	11.685	21.739	10.036
 2	 5	13.250	7.262	11.858	6.306
 2	 6	10.280	4.931	8.657	4.139
 2	 7	9.934	5.107	8.835	4.699
 3	 0	7.965	3.996	6.145	3.291
 3	 1	11.650	5.038	9.317	4.042
 3	 2	8.750	4.947	7.811	4.416
 3	 3	16.523	10.450	15.756	9.092
 3	 4	18.967	11.454	16.661	9.923
 3	 5	10.778	8.250	9.955	7.032
 3	 6	9.364	6.330	7.722	5.190
 3	 7	8.533	5.273	7.568	4.984
 4	 0	6.297	3.673	5.053	2.953
 4	 1	10.496	4.553	7.911	3.456
 4	 2	7.801	3.200	6.978	3.205
 4	 3	12.429	6.651	12.737	6.043
 4	 4	14.600	7.889	14.466	6.732
 4	 5	10.195	5.442	10.333	4.933
 4	 6	12.341	6.770	9.798	5.297
 4	 7	14.455	5.655	13.013	5.272
 5	 0	8.677	3.651	7.208	3.099
 5	 1	15.452	4.518	11.476	3.406
 5	 2	11.610	3.395	10.401	3.433
 5	 3	17.251	7.415	18.017	6.579
 5	 4	19.164	8.779	20.310	7.417
 5	 5	14.298	5.293	14.711	4.659
 5	 6	15.402	5.796	12.391	4.694
 5	 7	20.025	5.045	18.269	4.747
 6	 0	10.122	4.602	7.909	3.546
 6	 1	17.628	5.415	12.408	3.984
 6	 2	12.730	3.679	10.921	3.873
 6	 3	18.578	10.067	20.657	9.379
 6	 4	20.510	11.665	22.549	9.460
 6	 5	12.127	7.340	12.488	6.559
 6	 6	16.083	6.484	12.104	5.217
 6	 7	16.215	5.610	14.852	5.679
 7	 0	18.949	4.549	15.715	3.629
 7	 1	31.790	7.153	19.892	4.881
 7	 2	25.809	5.390	24.283	5.671
 7	 3	30.611	14.874	36.570	11.883
 7	 4	34.733	16.112	42.309	12.351
 7	 5	24.535	10.706	26.761	9.414
 7	 6	31.896	11.106	23.265	8.000
 7	 7	32.590	8.784	39.384	9.551
 8	 0	21.028	5.112	16.634	4.283
 8	 1	33.143	7.815	21.158	5.288
 8	 2	28.088	5.630	25.244	5.782
 8	 3	30.518	14.505	35.569	11.907
 8	 4	35.147	15.787	43.427	11.596
 8	 5	24.387	12.435	25.759	9.811
 8	 6	30.281	8.897	22.760	7.332
 8	 7	31.945	9.239	36.528	9.764
 9	 0	11.248	4.045	8.964	3.244
 9	 1	21.450	5.909	15.131	4.506
 9	 2	14.908	4.058	13.270	4.297
 9	 3	20.867	10.372	22.956	9.109
 9	 4	22.834	10.849	25.321	9.812
 9	 5	14.478	7.833	15.475	6.962
 9	 6	18.206	7.562	13.981	5.810
 9	 7	18.468	5.710	17.864	6.240
10	 0	9.244	4.633	6.986	3.851
10	 1	14.476	5.720	10.615	4.560
10	 2	10.641	4.866	9.632	4.603
10	 3	16.074	9.316	17.437	7.886
10	 4	19.753	10.108	19.429	8.841
10	 5	11.671	7.168	11.426	6.816
10	 6	12.490	7.573	9.512	6.136
10	 7	12.228	5.575	10.974	5.640
11	 0	10.659	4.762	7.913	3.904
11	 1	15.379	5.731	11.619	4.495
11	 2	12.174	5.652	11.095	5.468
11	 3	20.260	11.572	20.978	10.121
11	 4	24.998	13.433	22.938	11.928
11	 5	14.538	8.974	13.616	8.594
11	 6	14.663	7.463	11.436	6.025
11	 7	14.433	6.739	13.135	6.433
12	 0	10.239	4.368	7.587	3.660
12	 1	14.417	5.467	11.182	4.354
12	 2	10.943	5.590	10.030	5.303
12	 3	19.354	12.330	19.168	10.609
12	 4	22.392	13.767	20.651	12.378
12	 5	13.610	8.860	12.407	8.029
12	 6	12.888	7.445	10.446	6.062
12	 7	12.110	6.236	11.003	6.143
13	 0	7.341	3.958	5.743	3.381
13	 1	10.739	4.386	8.546	3.552
13	 2	8.001	4.689	7.210	4.266
13	 3	15.085	10.517	14.453	8.768
13	 4	18.026	11.352	16.032	9.895
13	 5	10.662	7.979	9.701	7.085
13	 6	10.068	7.164	8.257	5.878
13	 7	9.078	6.012	8.140	5.654
14	 0	5.583	3.725	4.380	3.112
14	 1	7.326	4.444	5.985	3.685
14	 2	6.230	4.382	5.592	3.897
14	 3	10.980	9.414	10.381	8.059
14	 4	12.150	9.435	11.194	8.587
14	 5	9.189	8.173	8.290	7.165
14	 6	9.750	8.332	8.426	7.016
14	 7	9.990	7.428	8.974	6.911
15	 0	7.734	4.498	6.067	3.658
15	 1	9.499	4.364	7.666	3.607
15	 2	9.253	5.554	8.244	4.868
15	 3	18.097	10.912	16.217	8.948
15	 4	21.971	12.378	19.605	11.266
15	 5	12.542	7.662	11.627	7.046
15	 6	10.743	7.529	8.888	6.240
15	 7	10.593	7.136	9.449	6.739
16	 0	7.273	4.462	5.762	3.717
16	 1	9.096	4.864	7.358	3.940
16	 2	8.843	4.563	7.866	4.120
16	 3	17.465	9.046	16.161	7.997
16	 4	20.673	9.715	17.836	8.496
16	 5	10.760	6.173	9.810	5.374
16	 6	8.691	4.831	7.326	4.075
16	 7	7.924	4.593	7.183	4.314
17	 0	6.955	3.925	5.479	3.304
17	 1	10.243	4.688	8.323	3.885
17	 2	8.249	4.334	7.444	3.997
17	 3	15.388	8.866	14.635	7.982
17	 4	16.779	9.781	14.716	8.508
17	 5	10.003	6.621	9.131	5.542
17	 6	8.898	5.309	7.528	4.352
17	 7	7.436	4.619	6.752	4.334
18	 0	9.368	4.438	7.122	3.690
18	 1	14.537	5.315	11.403	4.314
18	 2	10.669	5.172	9.661	4.714
18	 3	20.759	12.566	19.988	10.756
18	 4	22.786	12.445	19.684	10.568
18	 5	13.482	7.064	12.596	6.551
18	 6	13.193	6.351	10.767	5.142
18	 7	11.789	5.439	10.704	5.324
19	 0	15.100	4.804	12.816	3.885
19	 1	25.981	5.975	20.071	4.759
19	 2	21.640	5.008	22.956	4.942
19	 3	39.587	14.087	42.821	12.581
19	 4	38.569	13.387	42.068	10.589
19	 5	31.855	10.864	31.525	9.313
19	 6	27.446	10.737	23.423	9.093
19	 7	27.809	9.361	28.577	9.035
