INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.150	2.063	1.895	1.812
 0	 1	2.217	2.093	2.076	1.957
 0	 2	2.216	2.008	2.118	1.918
 0	 3	2.120	1.994	2.166	2.038
 0	 4	2.197	2.103	2.286	2.189
 0	 5	2.419	2.311	2.556	2.450
 0	 6	2.339	2.240	2.553	2.442
 0	 7	2.345	2.279	2.570	2.499
 1	 0	2.514	2.481	2.122	2.101
 1	 1	2.387	2.340	2.100	2.050
 1	 2	2.231	2.202	2.051	2.030
 1	 3	2.256	2.225	2.086	2.063
 1	 4	2.278	2.239	2.157	2.123
 1	 5	2.296	2.279	2.227	2.214
 1	 6	2.380	2.365	2.265	2.257
 1	 7	2.494	2.499	2.436	2.421
 2	 0	2.341	2.284	1.946	1.904
 2	 1	2.426	2.378	2.122	2.085
 2	 2	2.458	2.419	2.162	2.128
 2	 3	2.392	2.327	2.137	2.081
 2	 4	2.463	2.467	2.242	2.243
 2	 5	2.515	2.484	2.332	2.310
 2	 6	2.524	2.511	2.375	2.386
 2	 7	2.600	2.514	2.435	2.353
 3	 0	2.555	2.519	2.123	2.096
 3	 1	2.651	2.593	2.332	2.282
 3	 2	2.680	2.662	2.413	2.396
 3	 3	2.572	2.565	2.376	2.368
 3	 4	2.820	2.798	2.585	2.570
 3	 5	2.675	2.588	2.524	2.435
 3	 6	2.761	2.696	2.628	2.569
 3	 7	2.969	2.910	2.864	2.811
 4	 0	2.597	2.502	2.101	2.025
 4	 1	2.537	2.486	2.198	2.147
 4	 2	2.526	2.422	2.259	2.159
 4	 3	2.439	2.389	2.210	2.169
 4	 4	2.539	2.412	2.291	2.172
 4	 5	2.524	2.403	2.326	2.221
 4	 6	2.622	2.550	2.458	2.386
 4	 7	2.784	2.726	2.577	2.528
 5	 0	2.401	2.341	1.934	1.879
 5	 1	2.401	2.335	2.055	2.002
 5	 2	2.322	2.254	2.026	1.966
 5	 3	2.384	2.361	2.104	2.081
 5	 4	2.270	2.208	2.047	1.992
 5	 5	2.302	2.238	2.096	2.044
 5	 6	2.456	2.422	2.225	2.198
 5	 7	2.462	2.344	2.292	2.179
 6	 0	2.700	2.658	2.206	2.174
 6	 1	2.709	2.689	2.280	2.265
 6	 2	2.704	2.703	2.447	2.446
 6	 3	2.685	2.687	2.486	2.483
 6	 4	2.680	2.682	2.527	2.529
 6	 5	2.776	2.778	2.711	2.715
 6	 6	2.966	2.966	2.888	2.889
 6	 7	2.947	2.952	2.932	2.939
 7	 0	2.664	2.563	2.141	2.065
 7	 1	2.602	2.539	2.280	2.232
 7	 2	2.564	2.487	2.294	2.230
 7	 3	2.605	2.542	2.366	2.307
 7	 4	2.654	2.579	2.488	2.426
 7	 5	2.589	2.508	2.418	2.342
 7	 6	2.824	2.752	2.639	2.575
 7	 7	2.824	2.797	2.653	2.631
 8	 0	2.756	2.641	2.257	2.174
 8	 1	2.761	2.729	2.350	2.321
 8	 2	2.737	2.705	2.377	2.353
 8	 3	2.757	2.734	2.463	2.428
 8	 4	2.975	2.905	2.677	2.629
 8	 5	3.177	3.144	2.849	2.814
 8	 6	3.246	3.158	2.972	2.909
 8	 7	3.475	3.408	3.234	3.170
 9	 0	2.864	2.761	2.257	2.176
 9	 1	2.727	2.691	2.369	2.341
 9	 2	2.658	2.653	2.398	2.385
 9	 3	2.718	2.688	2.486	2.439
 9	 4	2.824	2.794	2.599	2.576
 9	 5	2.993	2.967	2.826	2.800
 9	 6	3.166	3.152	2.955	2.929
 9	 7	3.199	3.194	3.016	3.004
10	 0	2.514	2.511	2.109	2.111
10	 1	2.632	2.593	2.318	2.283
10	 2	2.688	2.690	2.408	2.411
10	 3	2.801	2.789	2.604	2.604
10	 4	2.840	2.841	2.583	2.589
10	 5	2.988	2.953	2.783	2.743
10	 6	3.135	3.140	2.943	2.938
10	 7	3.291	3.274	3.168	3.162
11	 0	2.664	2.625	2.153	2.133
11	 1	2.671	2.669	2.345	2.349
11	 2	2.581	2.565	2.289	2.278
11	 3	2.681	2.684	2.461	2.461
11	 4	2.709	2.700	2.542	2.528
11	 5	2.820	2.817	2.709	2.692
11	 6	2.920	2.891	2.808	2.790
11	 7	3.147	3.100	3.106	3.057
12	 0	2.682	2.694	2.167	2.170
12	 1	2.674	2.671	2.295	2.284
12	 2	2.612	2.576	2.340	2.318
12	 3	2.556	2.511	2.378	2.339
12	 4	2.663	2.603	2.454	2.408
12	 5	2.964	2.905	2.794	2.744
12	 6	3.046	3.019	2.884	2.862
12	 7	3.209	3.192	3.107	3.073
13	 0	2.747	2.680	2.253	2.206
13	 1	2.639	2.620	2.242	2.216
13	 2	2.590	2.443	2.257	2.127
13	 3	2.791	2.788	2.469	2.460
13	 4	2.922	2.855	2.580	2.529
13	 5	3.106	3.091	2.748	2.729
13	 6	3.423	3.351	3.048	2.986
13	 7	3.421	3.342	3.122	3.029
14	 0	2.853	2.838	2.381	2.367
14	 1	2.969	2.968	2.590	2.586
14	 2	2.961	2.940	2.706	2.693
14	 3	3.146	3.148	2.927	2.917
14	 4	3.280	3.280	3.014	3.021
14	 5	3.513	3.527	3.253	3.248
14	 6	3.679	3.672	3.451	3.439
14	 7	3.882	3.897	3.785	3.782
15	 0	2.659	2.613	2.146	2.104
15	 1	2.712	2.682	2.355	2.323
15	 2	2.704	2.624	2.428	2.361
15	 3	2.855	2.713	2.652	2.505
15	 4	2.933	2.856	2.702	2.635
15	 5	3.302	3.204	3.117	3.039
15	 6	3.432	3.340	3.260	3.165
15	 7	3.746	3.661	3.646	3.527
16	 0	2.587	2.530	2.119	2.075
16	 1	2.490	2.330	2.131	1.988
16	 2	2.585	2.497	2.299	2.227
16	 3	2.618	2.615	2.336	2.329
16	 4	2.625	2.569	2.336	2.287
16	 5	2.729	2.652	2.512	2.447
16	 6	2.841	2.768	2.598	2.534
16	 7	2.876	2.845	2.696	2.664
17	 0	2.566	2.427	2.128	2.018
17	 1	2.508	2.459	2.216	2.154
17	 2	2.515	2.433	2.269	2.191
17	 3	2.535	2.481	2.330	2.279
17	 4	2.638	2.598	2.461	2.414
17	 5	2.565	2.550	2.440	2.423
17	 6	2.849	2.793	2.736	2.684
17	 7	2.925	2.870	2.816	2.765
18	 0	2.687	2.631	2.224	2.179
18	 1	2.504	2.444	2.151	2.103
18	 2	2.542	2.481	2.220	2.167
18	 3	2.493	2.405	2.165	2.089
18	 4	2.601	2.565	2.310	2.284
18	 5	2.718	2.694	2.409	2.389
18	 6	2.697	2.564	2.438	2.321
18	 7	2.676	2.623	2.424	2.378
19	 0	2.670	2.559	2.172	2.106
19	 1	2.597	2.503	2.249	2.174
19	 2	2.563	2.455	2.200	2.104
19	 3	2.423	2.237	2.166	1.999
19	 4	2.539	2.394	2.306	2.181
19	 5	2.688	2.624	2.492	2.425
19	 6	2.681	2.571	2.518	2.412
19	 7	2.796	2.587	2.707	2.511
20	 0	2.380	2.298	1.944	1.880
20	 1	2.472	2.445	2.116	2.088
20	 2	2.339	2.273	2.021	1.971
20	 3	2.327	2.286	2.077	2.049
20	 4	2.565	2.458	2.308	2.211
20	 5	2.472	2.455	2.300	2.275
20	 6	2.613	2.560	2.426	2.376
20	 7	2.743	2.644	2.569	2.482
21	 0	2.788	2.706	2.285	2.205
21	 1	2.506	2.395	2.210	2.116
21	 2	2.577	2.565	2.302	2.292
21	 3	2.426	2.348	2.242	2.169
21	 4	2.531	2.445	2.373	2.304
21	 5	2.488	2.446	2.365	2.331
21	 6	2.643	2.557	2.524	2.442
21	 7	2.811	2.775	2.708	2.677
22	 0	2.592	2.559	2.089	2.078
22	 1	2.568	2.564	2.179	2.165
22	 2	2.442	2.435	2.118	2.104
22	 3	2.474	2.473	2.160	2.149
22	 4	2.477	2.450	2.131	2.111
22	 5	2.458	2.431	2.258	2.237
22	 6	2.607	2.592	2.410	2.396
22	 7	2.559	2.536	2.393	2.376
23	 0	3.042	2.806	2.498	2.312
23	 1	2.766	2.721	2.383	2.317
23	 2	2.739	2.669	2.405	2.344
23	 3	2.730	2.660	2.468	2.414
23	 4	2.728	2.660	2.505	2.442
23	 5	2.720	2.648	2.569	2.503
23	 6	2.850	2.767	2.705	2.635
23	 7	2.740	2.630	2.631	2.525
24	 0	3.335	3.229	2.645	2.557
24	 1	3.012	2.954	2.587	2.525
24	 2	2.866	2.699	2.566	2.423
24	 3	2.736	2.618	2.497	2.395
24	 4	2.759	2.707	2.541	2.505
24	 5	2.920	2.815	2.688	2.604
24	 6	2.852	2.691	2.654	2.512
24	 7	2.946	2.807	2.793	2.683
25	 0	2.677	2.644	2.169	2.142
25	 1	2.769	2.739	2.350	2.316
25	 2	2.812	2.765	2.500	2.461
25	 3	2.629	2.569	2.427	2.361
25	 4	2.732	2.524	2.484	2.288
25	 5	2.845	2.790	2.632	2.584
25	 6	3.001	2.931	2.789	2.735
25	 7	2.940	2.892	2.742	2.697
26	 0	2.661	2.625	2.123	2.090
26	 1	2.639	2.591	2.264	2.218
26	 2	2.570	2.550	2.311	2.299
26	 3	2.585	2.549	2.360	2.322
26	 4	2.586	2.560	2.419	2.397
26	 5	2.606	2.542	2.477	2.414
26	 6	2.529	2.466	2.433	2.366
26	 7	2.747	2.710	2.667	2.640
27	 0	2.622	2.577	2.110	2.081
27	 1	2.423	2.406	2.126	2.113
27	 2	2.486	2.384	2.224	2.137
27	 3	2.386	2.324	2.224	2.171
27	 4	2.470	2.357	2.257	2.150
27	 5	2.605	2.472	2.420	2.296
27	 6	2.580	2.439	2.399	2.266
27	 7	2.740	2.606	2.594	2.470
28	 0	2.837	2.706	2.273	2.161
28	 1	2.691	2.617	2.304	2.238
28	 2	2.605	2.563	2.315	2.273
28	 3	2.589	2.547	2.339	2.309
28	 4	2.562	2.535	2.334	2.318
28	 5	2.665	2.622	2.534	2.489
28	 6	2.648	2.611	2.485	2.451
28	 7	2.695	2.620	2.573	2.502
29	 0	2.472	2.353	2.048	1.963
29	 1	2.403	2.291	2.097	1.998
29	 2	2.393	2.350	2.145	2.109
29	 3	2.380	2.279	2.191	2.106
29	 4	2.473	2.416	2.283	2.237
29	 5	2.562	2.514	2.395	2.346
29	 6	2.564	2.471	2.395	2.313
29	 7	2.676	2.570	2.519	2.424
