ch	pt	m	q
 8	 4	0.5495	66.5032
 8	 5	0.5477	66.6536
 8	 6	0.5436	67.7706
 8	 7	0.5448	67.4524
 9	 0	0.6643	67.7421
 9	 1	0.6482	69.9057
 9	 2	0.6593	68.4540
 9	 3	0.6759	65.5154
 9	 4	0.6710	66.9383
 9	 5	0.6663	67.4338
 9	 6	0.6650	67.9114
 9	 7	0.6657	67.7291
10	 0	0.8178	38.4784
10	 1	0.8129	39.2883
10	 2	0.8033	40.7340
10	 3	0.8007	40.9642
10	 4	0.8013	40.8202
10	 5	0.8006	40.8654
10	 6	0.8066	40.1542
10	 7	0.8041	40.5258
11	 0	0.9593	18.6259
11	 1	0.9704	16.9852
11	 2	0.9556	19.0340
11	 3	0.9459	20.5120
11	 4	0.9528	19.5937
11	 5	0.9516	19.5583
11	 6	0.9601	18.4698
11	 7	0.9598	18.5717
12	 0	1.0343	-3.1461
12	 1	1.0257	-1.8623
12	 2	1.0295	-2.3534
12	 3	0.9964	3.1140
12	 4	1.0056	1.6871
12	 5	1.0098	0.8512
12	 6	1.0380	-3.6685
12	 7	1.0218	-1.1417
13	 0	1.3526	-49.2562
13	 1	1.3467	-48.2444
13	 2	1.3575	-49.9144
13	 3	1.2953	-39.9807
13	 4	1.3316	-45.9148
13	 5	1.3391	-47.1574
13	 6	1.3792	-53.2473
13	 7	1.3632	-51.0025
14	 0	1.8278	-105.9685
14	 1	1.8268	-105.8131
14	 2	1.8397	-107.6383
14	 3	1.7481	-94.2257
14	 4	1.8144	-103.8037
14	 5	1.8102	-103.5219
14	 6	1.8520	-109.6375
14	 7	1.8521	-109.5149
15	 0	2.0311	-147.5292
15	 1	2.0195	-146.0076
15	 2	2.0409	-148.5702
15	 3	1.9337	-132.4309
15	 4	2.0103	-143.9834
15	 5	2.0201	-145.8555
15	 6	2.0660	-152.6826
15	 7	2.0249	-145.8330
16	 0	2.1673	-205.0228
16	 1	2.2448	-218.4018
16	 2	2.2625	-220.8432
16	 3	2.1617	-203.5451
16	 4	2.1676	-204.6061
16	 5	2.2366	-216.1873
16	 6	2.2979	-227.1609
16	 7	2.2055	-211.3815
17	 0	1.7419	-104.1045
17	 1	1.8121	-114.9565
17	 2	1.8106	-114.3594
17	 3	1.7463	-104.2571
17	 4	1.7569	-106.2270
17	 5	1.7904	-111.3098
17	 6	1.8298	-117.3211
17	 7	1.7966	-112.4760
18	 0	1.4755	-12.9627
18	 1	1.5570	-22.8380
18	 2	1.5241	-18.9642
18	 3	1.5385	-20.4757
18	 4	1.5441	-21.2953
18	 5	1.5569	-22.3873
18	 6	1.5280	-18.8763
18	 7	1.5587	-22.5591
19	 0	0.9400	-13.8705
19	 1	0.9506	-15.5189
19	 2	0.9674	-18.6990
19	 3	0.9283	-11.1010
19	 4	0.9373	-12.9244
19	 5	0.9493	-15.2210
19	 6	0.9701	-19.3753
19	 7	0.9419	-14.2359
20	 0	0.7471	4.0234
20	 1	0.7502	3.5249
20	 2	0.7672	0.0587
20	 3	0.7344	7.0797
20	 4	0.7425	5.4406
20	 5	0.7477	4.0967
20	 6	0.7686	-0.5588
20	 7	0.7339	6.5546
21	 0	0.7058	38.8452
21	 1	0.7129	37.7277
21	 2	0.7174	36.7770
21	 3	0.7062	38.9394
21	 4	0.7047	39.0042
21	 5	0.7128	37.5748
21	 6	0.7188	36.3957
21	 7	0.7066	38.4611
22	 0	0.5427	61.3974
22	 1	0.5424	61.7019
22	 2	0.5511	59.9599
22	 3	0.5605	58.1096
22	 4	0.5543	59.3604
22	 5	0.5567	58.7893
22	 6	0.5480	60.5043
22	 7	0.5476	60.4340
23	 0	0.4345	106.8118
23	 1	0.4781	100.5347
23	 2	0.4859	99.9888
23	 3	0.5177	95.5739
23	 4	0.5124	96.7643
23	 5	0.5177	95.9793
23	 6	0.5105	97.1411
23	 7	0.5157	96.1660
24	 0	0.4692	84.4045
24	 1	0.4688	84.3305
24	 2	0.4828	81.9089
24	 3	0.4970	79.2946
24	 4	0.4924	80.4907
24	 5	0.4944	80.0654
24	 6	0.4835	81.9763
24	 7	0.4875	81.1390
25	 0	0.5698	82.5501
25	 1	0.5905	79.3112
25	 2	0.5950	78.8001
25	 3	0.6198	74.8813
25	 4	0.6145	76.1801
25	 5	0.6149	76.0315
25	 6	0.6123	76.4441
25	 7	0.6136	76.2102
26	 0	0.7276	34.0147
26	 1	0.7276	34.2152
26	 2	0.7366	32.6138
26	 3	0.7250	34.6642
26	 4	0.7250	34.6659
26	 5	0.7313	33.4765
26	 6	0.7385	32.1174
26	 7	0.7276	33.9935
27	 0	0.9569	30.7891
27	 1	0.9967	25.4946
27	 2	0.9947	25.6839
27	 3	1.0015	24.8645
27	 4	1.0043	24.2400
27	 5	1.0059	24.0019
27	 6	0.9949	25.8897
27	 7	1.0042	24.7003
28	 0	1.3733	2.7533
28	 1	1.4684	-8.0909
28	 2	1.4343	-3.9375
28	 3	1.4547	-6.4247
28	 4	1.4565	-6.6738
28	 5	1.4652	-8.0055
28	 6	1.4479	-5.8716
28	 7	1.4790	-9.2551
29	 0	1.8103	-149.4954
29	 1	1.8528	-156.0663
29	 2	1.8822	-161.0507
29	 3	1.8240	-150.8611
29	 4	1.8422	-154.8935
29	 5	1.8770	-160.4986
29	 6	1.9268	-169.6385
29	 7	1.8537	-156.7827
30	 0	2.3529	-283.3998
30	 1	2.4194	-296.3426
30	 2	2.4667	-304.6454
30	 3	2.3919	-290.0238
30	 4	2.3984	-291.7208
30	 5	2.4617	-303.0125
30	 6	2.5284	-316.4831
30	 7	2.3951	-290.8133
31	 0	2.3263	-334.4520
31	 1	2.4039	-350.4989
31	 2	2.4576	-361.3722
31	 3	2.3949	-347.9372
31	 4	2.3929	-348.1971
31	 5	2.4561	-360.8177
31	 6	2.5244	-376.0699
31	 7	2.3984	-348.5711
