ch	pt	m	q
 0	 0	3.2023	-424.5105
 0	 1	3.2914	-441.4468
 0	 2	3.3405	-449.4715
 0	 3	3.2302	-429.4708
 0	 4	3.2608	-435.6166
 0	 5	3.2601	-434.0077
 0	 6	3.3536	-452.0108
 0	 7	3.2727	-436.4323
 1	 0	2.5356	-228.1344
 1	 1	2.6296	-243.0268
 1	 2	2.6485	-245.4748
 1	 3	2.5627	-231.4364
 1	 4	2.5827	-235.5195
 1	 5	2.5876	-235.6119
 1	 6	2.6855	-251.5582
 1	 7	2.6170	-240.5939
 2	 0	2.0766	-145.9114
 2	 1	2.0868	-147.4464
 2	 2	2.0932	-147.9439
 2	 3	2.0177	-136.2728
 2	 4	2.0331	-138.6964
 2	 5	2.0446	-140.6143
 2	 6	2.1074	-150.3898
 2	 7	2.0383	-139.9362
 3	 0	1.4132	-76.2833
 3	 1	1.4034	-74.5603
 3	 2	1.4106	-75.6300
 3	 3	1.3570	-66.2039
 3	 4	1.3749	-69.3957
 3	 5	1.3823	-70.6245
 3	 6	1.4216	-77.4699
 3	 7	1.3784	-70.4382
 4	 0	0.9481	-24.3856
 4	 1	0.9211	-19.2033
 4	 2	0.9369	-22.1784
 4	 3	0.8938	-13.4789
 4	 4	0.9018	-15.2098
 4	 5	0.8955	-13.7392
 4	 6	0.9307	-20.9737
 4	 7	0.8883	-12.7187
 5	 0	0.8382	41.9305
 5	 1	0.8370	42.2374
 5	 2	0.8296	43.2431
 5	 3	0.8321	42.7922
 5	 4	0.8266	43.3577
 5	 5	0.8212	44.1476
 5	 6	0.8259	43.6783
 5	 7	0.8231	43.9782
 6	 0	0.6313	42.5736
 6	 1	0.6072	47.2196
 6	 2	0.6095	46.7384
 6	 3	0.6032	47.9740
 6	 4	0.5976	48.9612
 6	 5	0.5931	49.7735
 6	 6	0.5959	49.4231
 6	 7	0.5877	50.6554
 7	 0	0.5644	84.7998
 7	 1	0.5457	87.3260
 7	 2	0.5494	86.5005
 7	 3	0.5639	83.9731
 7	 4	0.5556	85.5531
 7	 5	0.5475	86.4925
 7	 6	0.5433	87.4505
 7	 7	0.5451	87.0844
 8	 0	0.5596	64.9562
 8	 1	0.5444	67.6455
 8	 2	0.5482	66.7113
 8	 3	0.5587	64.8378
