INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.327	3.108	2.915	2.734
 0	 1	3.613	3.292	3.307	3.025
 0	 2	3.774	3.265	3.544	3.089
 0	 3	3.774	3.460	3.561	3.273
 0	 4	3.808	3.558	3.606	3.356
 0	 5	4.051	3.634	3.778	3.378
 0	 6	4.369	4.281	4.119	3.984
 0	 7	4.694	4.614	4.453	4.204
 1	 0	3.504	3.087	2.991	2.648
 1	 1	3.568	3.191	3.150	2.830
 1	 2	3.766	3.398	3.347	3.020
 1	 3	4.110	3.767	3.655	3.338
 1	 4	3.826	3.614	3.407	3.221
 1	 5	4.011	3.832	3.565	3.382
 1	 6	4.394	4.260	3.941	3.820
 1	 7	4.167	4.028	3.772	3.622
 2	 0	3.770	3.514	3.171	2.954
 2	 1	3.563	3.357	3.140	2.975
 2	 2	3.503	3.287	3.086	2.893
 2	 3	3.509	3.285	3.085	2.909
 2	 4	3.410	3.276	3.069	2.960
 2	 5	3.496	3.424	3.135	3.053
 2	 6	3.393	3.426	3.090	3.100
 2	 7	3.570	3.470	3.204	3.087
 3	 0	3.114	3.010	2.590	2.505
 3	 1	3.012	2.837	2.615	2.504
 3	 2	3.059	3.010	2.652	2.606
 3	 3	3.107	3.095	2.712	2.726
 3	 4	3.069	3.010	2.709	2.643
 3	 5	3.112	3.146	2.700	2.694
 3	 6	3.120	3.062	2.846	2.776
 3	 7	3.424	3.393	3.036	3.006
 4	 0	4.400	3.915	3.654	3.267
 4	 1	3.933	3.736	3.358	3.273
 4	 2	3.955	3.862	3.441	3.389
 4	 3	3.942	3.747	3.459	3.388
 4	 4	4.358	4.203	3.834	3.791
 4	 5	4.526	4.226	3.969	3.827
 4	 6	4.541	4.414	4.202	4.128
 4	 7	5.487	5.512	4.920	4.895
 5	 0	4.337	4.071	3.425	3.243
 5	 1	4.087	3.811	3.468	3.311
 5	 2	4.695	4.473	4.053	3.910
 5	 3	5.157	4.948	4.473	4.466
 5	 4	5.842	5.309	5.107	4.706
 5	 5	6.803	6.519	5.792	5.758
 5	 6	6.694	6.570	6.214	6.089
 5	 7	7.835	7.803	7.076	6.964
 6	 0	4.968	4.644	4.065	3.843
 6	 1	5.985	5.658	5.051	4.836
 6	 2	7.292	6.781	6.097	5.795
 6	 3	8.582	7.136	7.281	6.306
 6	 4	9.673	6.968	8.096	5.763
 6	 5	11.793	10.095	9.564	8.725
 6	 6	11.616	10.268	10.678	9.111
 6	 7	13.808	12.545	12.191	10.866
 7	 0	8.143	5.617	6.374	4.432
 7	 1	8.818	6.990	7.335	5.904
 7	 2	11.437	8.345	9.824	7.197
 7	 3	13.820	9.765	11.528	8.448
 7	 4	14.830	10.173	12.374	8.429
 7	 5	18.040	11.600	14.637	10.421
 7	 6	17.281	13.375	16.708	12.968
 7	 7	21.948	18.852	19.362	15.690
 8	 0	13.518	6.967	10.763	5.495
 8	 1	13.536	9.654	11.090	8.003
 8	 2	16.889	11.232	13.956	9.307
 8	 3	19.966	13.598	16.311	11.476
 8	 4	21.390	15.671	16.442	11.728
 8	 5	25.957	18.021	20.411	15.113
 8	 6	25.565	15.917	24.438	15.006
 8	 7	32.871	24.993	28.622	20.873
 9	 0	10.546	5.045	8.505	4.002
 9	 1	9.806	7.431	8.292	6.313
 9	 2	10.992	8.572	9.201	7.294
 9	 3	12.687	10.981	10.589	9.419
 9	 4	13.314	11.887	10.857	9.870
 9	 5	17.216	14.174	14.013	12.124
 9	 6	18.372	15.013	16.883	14.175
 9	 7	22.022	18.650	19.065	16.159
10	 0	4.427	3.870	3.651	3.195
10	 1	5.395	5.103	4.532	4.301
10	 2	6.302	6.087	5.423	5.267
10	 3	7.724	7.413	6.681	6.731
10	 4	8.549	8.341	7.253	7.158
10	 5	10.636	10.362	8.876	8.703
10	 6	11.993	11.731	10.910	10.676
10	 7	14.256	14.062	12.616	12.793
11	 0	3.611	3.579	3.024	2.991
11	 1	4.366	4.317	3.737	3.727
11	 2	5.127	5.067	4.386	4.369
11	 3	6.123	6.009	5.261	5.258
11	 4	7.085	7.083	6.010	5.971
11	 5	8.400	8.383	7.061	7.104
11	 6	9.591	9.547	8.754	8.571
11	 7	11.060	11.025	10.038	10.127
12	 0	4.563	4.355	3.806	3.600
12	 1	4.442	4.224	3.839	3.698
12	 2	5.154	5.061	4.425	4.355
12	 3	5.783	5.734	4.975	5.024
12	 4	6.556	6.493	5.697	5.660
12	 5	8.014	7.932	6.935	6.906
12	 6	8.962	8.747	8.331	8.322
12	 7	10.605	10.401	9.595	9.557
13	 0	3.627	3.475	3.033	2.901
13	 1	3.682	3.612	3.207	3.116
13	 2	4.249	4.237	3.747	3.756
13	 3	5.171	5.157	4.636	4.678
13	 4	5.675	5.603	5.013	5.012
13	 5	7.104	7.080	6.240	6.275
13	 6	9.008	9.008	8.159	8.077
13	 7	9.945	9.989	9.030	9.027
14	 0	4.120	3.842	3.407	3.170
14	 1	4.074	3.925	3.578	3.454
14	 2	4.860	4.644	4.294	4.126
14	 3	5.162	5.195	4.562	4.578
14	 4	6.102	5.955	5.437	5.407
14	 5	7.392	7.319	6.561	6.576
14	 6	9.647	9.641	8.776	8.795
14	 7	11.441	11.452	10.403	10.430
15	 0	4.063	3.663	3.408	3.076
15	 1	4.274	3.999	3.736	3.514
15	 2	4.606	4.565	4.117	4.066
15	 3	5.426	5.402	4.799	4.800
15	 4	5.670	5.575	5.007	4.918
15	 5	7.307	7.279	6.436	6.413
15	 6	9.502	9.484	8.640	8.622
15	 7	10.169	10.138	9.164	9.214
16	 0	6.455	4.543	5.576	3.946
16	 1	9.020	7.006	7.958	6.147
16	 2	12.221	8.691	10.739	7.583
16	 3	15.073	11.146	13.317	9.514
16	 4	16.800	10.743	15.255	9.869
16	 5	17.898	11.783	15.737	10.528
16	 6	20.687	14.829	18.784	12.852
16	 7	22.479	16.736	20.028	14.267
17	 0	5.527	4.480	4.567	3.706
17	 1	8.242	6.590	7.058	5.654
17	 2	10.900	7.947	9.214	6.632
17	 3	12.794	10.181	10.916	7.981
17	 4	14.458	10.073	12.857	8.435
17	 5	15.857	10.519	13.367	9.172
17	 6	18.319	13.830	15.984	11.767
