GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	1.340	171.840	0.9999	0.349	1.343	171.639	0.9999	0.272	1.574	163.677	1.0000	1.156	1.578	163.536	0.9999	1.199
 0	 1	1.181	170.445	0.9998	0.389	1.181	170.420	0.9998	0.395	1.320	165.535	0.9961	1.480	1.321	165.471	0.9964	1.513
 0	 2	1.130	168.065	0.9997	0.414	1.130	168.049	0.9997	0.412	1.203	165.987	0.9969	1.350	1.201	166.060	0.9970	1.336
 0	 3	1.116	165.380	0.9997	0.428	1.117	165.299	0.9996	0.473	1.149	165.659	0.9973	1.631	1.148	165.631	0.9975	1.716
 0	 4	1.074	165.000	0.9998	0.353	1.074	165.000	0.9998	0.353	1.098	164.969	0.9975	1.247	1.098	164.955	0.9975	1.262
 0	 5	1.062	162.535	0.9999	0.191	1.064	162.416	0.9999	0.188	1.047	164.753	0.9977	1.639	1.047	164.728	0.9977	1.669
 0	 6	1.016	163.305	1.0000	0.152	1.018	163.094	1.0000	0.126	1.008	164.435	0.9978	0.984	1.005	164.489	0.9980	0.995
 0	 7	0.996	162.440	0.9999	0.232	0.997	162.340	0.9999	0.266	0.979	163.976	0.9981	1.440	0.978	164.004	0.9981	1.460
 1	 0	1.338	164.015	0.9997	0.541	1.344	163.651	0.9998	0.446	1.645	152.743	1.0000	1.035	1.647	152.737	1.0000	1.040
 1	 1	1.213	160.755	0.9994	0.651	1.212	160.799	0.9996	0.550	1.400	154.293	0.9958	0.939	1.400	154.260	0.9959	0.884
