ch	pt	m	q
 0	 0	0.9556	-37.4695
 0	 1	1.1804	-78.2730
 0	 2	1.4098	-119.3066
 0	 3	1.6778	-168.0650
 0	 4	1.5619	-147.0804
 0	 5	1.6419	-161.4486
 0	 6	1.6279	-158.9971
 0	 7	1.6141	-156.3946
 1	 0	0.8565	-4.4651
 1	 1	1.0454	-35.2468
 1	 2	1.2685	-71.0844
 1	 3	1.4989	-108.8232
 1	 4	1.3898	-91.2274
 1	 5	1.4770	-105.2577
 1	 6	1.4381	-98.9466
 1	 7	1.3205	-79.3591
 2	 0	0.8680	35.5282
 2	 1	1.0298	17.1819
 2	 2	1.2077	-3.0974
 2	 3	1.3284	-16.8244
 2	 4	1.2951	-13.1572
 2	 5	1.2972	-13.2466
 2	 6	1.2927	-12.5872
 2	 7	1.2024	-2.1147
 3	 0	0.7921	0.1798
 3	 1	0.9020	-18.5396
 3	 2	0.9916	-33.5844
 3	 3	1.0835	-49.2234
 3	 4	1.0407	-42.1191
 3	 5	1.0842	-49.3621
 3	 6	1.0851	-49.3806
 3	 7	1.0420	-41.8203
 4	 0	0.7194	51.4084
 4	 1	0.8116	40.6445
 4	 2	0.8689	34.3565
 4	 3	0.9134	28.8363
 4	 4	0.8937	31.0232
 4	 5	0.9119	29.1179
 4	 6	0.9089	29.4268
 4	 7	0.8866	31.9122
 5	 0	0.6659	50.8756
 5	 1	0.7122	45.0114
 5	 2	0.7418	41.3898
 5	 3	0.7682	38.0475
 5	 4	0.7594	39.1652
 5	 5	0.7678	37.9410
 5	 6	0.7835	36.1922
 5	 7	0.7780	36.7209
 6	 0	0.5977	74.7119
 6	 1	0.6253	71.9603
 6	 2	0.6494	69.7288
 6	 3	0.6714	67.3593
 6	 4	0.6674	67.7462
 6	 5	0.6754	66.9062
 6	 6	0.6636	68.3254
 6	 7	0.6434	70.2059
 7	 0	0.4696	60.0825
 7	 1	0.4960	55.8808
 7	 2	0.5119	53.3607
 7	 3	0.5224	51.5707
 7	 4	0.5236	51.4689
 7	 5	0.5176	52.4653
 7	 6	0.5079	54.0003
 7	 7	0.4977	55.6619
 8	 0	0.4989	69.8159
 8	 1	0.5112	68.1610
 8	 2	0.5311	65.6041
 8	 3	0.5407	64.3254
 8	 4	0.5399	64.5025
 8	 5	0.5447	63.9254
 8	 6	0.5357	65.0044
 8	 7	0.5253	66.3353
 9	 0	0.5339	62.7236
 9	 1	0.5503	60.5269
 9	 2	0.5662	58.4813
 9	 3	0.5768	56.9864
 9	 4	0.5825	56.3101
 9	 5	0.5908	55.0679
 9	 6	0.5819	56.2567
 9	 7	0.5776	56.8088
10	 0	0.5943	52.8302
10	 1	0.6393	46.6551
10	 2	0.6487	45.4436
10	 3	0.6585	44.1096
10	 4	0.6553	44.4847
10	 5	0.6907	39.4804
10	 6	0.6804	41.0058
10	 7	0.6589	43.9852
11	 0	0.7241	54.3408
11	 1	0.7677	49.4286
11	 2	0.7831	47.8115
11	 3	0.8349	41.8774
11	 4	0.8076	44.8693
11	 5	0.8385	41.4626
11	 6	0.8310	42.3625
11	 7	0.7924	46.6870
12	 0	0.7435	32.2845
12	 1	0.7884	25.9965
12	 2	0.8108	22.8540
12	 3	0.8345	19.6793
12	 4	0.8132	22.5426
12	 5	0.8415	18.5552
12	 6	0.8335	19.7348
12	 7	0.7842	26.6458
13	 0	0.8056	45.6313
13	 1	0.8733	37.8924
13	 2	0.9140	33.6130
13	 3	0.9461	29.9747
13	 4	0.8885	36.3866
13	 5	0.9060	34.4224
13	 6	0.8666	38.8416
13	 7	0.8452	41.3489
14	 0	0.7905	-6.0883
14	 1	0.8972	-25.3364
14	 2	0.9888	-41.2786
14	 3	1.0181	-46.6436
14	 4	0.8944	-24.5728
14	 5	0.9442	-33.5730
14	 6	0.8539	-17.1589
14	 7	0.7668	-1.4465
15	 0	0.9051	37.2209
15	 1	1.0135	25.4006
15	 2	1.0496	21.5767
15	 3	1.0782	18.4041
15	 4	0.9900	27.8334
15	 5	0.9522	31.7559
15	 6	0.8213	46.3297
15	 7	0.7267	56.7015
16	 0	0.7158	45.1207
16	 1	0.8815	24.3295
16	 2	1.0550	2.8589
16	 3	1.2176	-17.7937
16	 4	1.1530	-9.6634
16	 5	1.2415	-20.7317
16	 6	1.1920	-14.5452
16	 7	1.1381	-7.6074
17	 0	0.8111	37.9091
17	 1	0.9233	24.3325
17	 2	1.0770	6.2131
17	 3	1.1800	-6.1577
17	 4	1.1054	2.7070
17	 5	1.1865	-6.8367
17	 6	1.1746	-5.2325
17	 7	1.1345	-0.4481
18	 0	0.8447	24.9267
18	 1	0.9783	7.7229
18	 2	1.0496	-1.5003
18	 3	1.1276	-11.8239
18	 4	1.0970	-7.9145
18	 5	1.1163	-10.1936
18	 6	1.0850	-6.1148
18	 7	1.1036	-8.5140
19	 0	0.7272	30.7770
19	 1	0.7995	20.3465
19	 2	0.8585	12.2293
19	 3	0.9102	4.6945
19	 4	0.9191	3.4062
19	 5	0.9269	2.2466
19	 6	0.8939	6.9137
19	 7	0.8743	9.7756
20	 0	0.6820	21.8253
20	 1	0.7196	15.4517
20	 2	0.7574	9.4428
20	 3	0.7686	7.6037
20	 4	0.7798	5.7476
20	 5	0.7814	5.4721
20	 6	0.7507	10.6507
20	 7	0.7433	11.9561
21	 0	0.7303	66.9619
21	 1	0.7712	63.2413
21	 2	0.7908	61.4858
21	 3	0.8285	58.0308
21	 4	0.8228	58.4306
21	 5	0.8241	58.1505
21	 6	0.8266	58.1377
21	 7	0.8088	59.7947
22	 0	0.5812	45.1952
22	 1	0.5946	43.1276
22	 2	0.6115	40.8175
22	 3	0.6399	36.2389
22	 4	0.6334	37.2247
22	 5	0.6353	37.0406
22	 6	0.6235	38.7692
22	 7	0.6114	40.7268
23	 0	0.5434	78.9918
23	 1	0.5609	77.1652
23	 2	0.5497	78.3850
23	 3	0.5687	76.4004
23	 4	0.5677	76.4075
23	 5	0.5751	75.7271
23	 6	0.5580	77.5268
23	 7	0.5624	76.9520
24	 0	0.5102	45.1118
24	 1	0.5479	38.4450
24	 2	0.5547	37.4649
24	 3	0.5741	33.9091
24	 4	0.5692	34.7728
24	 5	0.5674	35.1425
24	 6	0.5459	38.9104
24	 7	0.5488	38.4239
25	 0	0.6436	50.7247
25	 1	0.6799	45.8896
25	 2	0.7030	42.9367
25	 3	0.7165	41.0504
25	 4	0.7091	41.9934
25	 5	0.7195	40.6856
25	 6	0.7047	42.6211
25	 7	0.6971	43.6521
26	 0	0.6767	20.1563
26	 1	0.7388	9.2737
26	 2	0.7799	2.6159
26	 3	0.8176	-4.0697
26	 4	0.8011	-1.1144
26	 5	0.8056	-1.7874
26	 6	0.7838	1.7679
26	 7	0.7692	4.3413
27	 0	0.7533	41.0835
27	 1	0.8322	31.3279
27	 2	0.8802	25.5229
27	 3	0.9304	19.2314
27	 4	0.9049	22.5347
27	 5	0.9221	20.3221
27	 6	0.9085	22.1941
27	 7	0.9053	22.3889
28	 0	0.8587	52.5133
28	 1	0.9691	41.9577
28	 2	1.0973	29.8543
28	 3	1.1976	20.2298
28	 4	1.1436	25.3352
28	 5	1.1782	22.2123
28	 6	1.1633	23.5102
28	 7	1.1268	27.1553
29	 0	0.8410	-3.0644
29	 1	1.0233	-33.1326
29	 2	1.1496	-53.5478
29	 3	1.3074	-79.4876
29	 4	1.2253	-66.0713
29	 5	1.3327	-83.4279
29	 6	1.3121	-80.2165
29	 7	1.2337	-67.2280
30	 0	0.8244	25.9168
30	 1	1.0638	-5.6851
30	 2	1.2753	-33.1788
30	 3	1.4138	-51.6648
30	 4	1.3875	-48.2415
30	 5	1.4527	-56.7054
30	 6	1.4548	-56.9960
30	 7	1.3538	-43.5226
31	 0	0.7675	48.4701
31	 1	0.9806	24.3326
