INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	7.300	6.569	6.436	5.771
 0	 1	6.685	6.377	6.259	5.962
 0	 2	6.650	6.426	6.355	6.136
 0	 3	5.654	5.509	5.776	5.631
 0	 4	7.629	7.523	7.940	7.830
 0	 5	9.268	9.168	9.793	9.721
 0	 6	7.358	7.229	8.032	7.880
 0	 7	6.617	6.369	7.252	6.983
 1	 0	8.803	7.910	7.430	6.701
 1	 1	6.775	6.498	5.960	5.693
 1	 2	6.780	6.514	6.233	6.006
 1	 3	7.071	6.829	6.540	6.332
 1	 4	7.211	7.179	6.826	6.808
 1	 5	7.581	7.446	7.352	7.234
 1	 6	6.616	6.468	6.297	6.174
 1	 7	7.273	7.111	7.105	6.890
 2	 0	6.153	5.433	5.114	4.530
 2	 1	6.998	6.684	6.121	5.860
 2	 2	7.490	7.222	6.589	6.353
 2	 3	6.867	6.614	6.136	5.914
 2	 4	7.924	7.857	7.214	7.144
 2	 5	7.706	7.571	7.144	7.041
 2	 6	7.419	7.278	6.980	6.916
 2	 7	8.782	8.476	8.223	7.932
 3	 0	5.929	5.467	4.929	4.549
 3	 1	6.711	6.362	5.902	5.599
 3	 2	6.772	6.649	6.096	5.986
 3	 3	7.284	7.153	6.727	6.602
 3	 4	7.899	7.818	7.242	7.182
 3	 5	8.308	8.138	7.839	7.659
 3	 6	8.267	8.079	7.869	7.700
 3	 7	10.424	10.232	10.054	9.884
 4	 0	5.346	4.873	4.326	3.942
 4	 1	6.785	6.551	5.877	5.656
 4	 2	6.577	6.508	5.881	5.802
 4	 3	6.237	6.123	5.649	5.560
 4	 4	6.612	6.551	5.965	5.899
 4	 5	7.441	7.297	6.857	6.743
 4	 6	8.697	8.659	8.152	8.103
 4	 7	8.374	8.247	7.751	7.648
 5	 0	4.666	4.368	3.758	3.505
 5	 1	5.396	5.185	4.618	4.445
 5	 2	5.942	5.827	5.185	5.083
 5	 3	6.847	6.732	6.043	5.933
 5	 4	6.007	5.958	5.417	5.375
 5	 5	6.008	5.792	5.471	5.290
 5	 6	6.785	6.775	6.147	6.148
 5	 7	6.818	6.618	6.345	6.152
 6	 0	4.491	4.202	3.669	3.437
 6	 1	5.913	5.663	4.977	4.772
 6	 2	6.010	5.931	5.438	5.367
 6	 3	6.049	5.902	5.602	5.454
 6	 4	7.394	7.221	6.973	6.809
 6	 5	8.434	8.223	8.239	8.036
 6	 6	9.469	9.317	9.219	9.074
 6	 7	8.614	8.491	8.568	8.452
 7	 0	4.029	3.858	3.238	3.109
 7	 1	4.753	4.688	4.165	4.121
 7	 2	5.736	5.669	5.132	5.085
 7	 3	6.854	6.774	6.226	6.148
 7	 4	6.355	6.301	5.958	5.928
 7	 5	7.840	7.768	7.320	7.252
 7	 6	7.595	7.504	7.097	7.021
 7	 7	7.509	7.415	7.055	6.974
 8	 0	4.198	4.067	3.438	3.348
 8	 1	4.949	4.860	4.212	4.133
 8	 2	5.366	5.221	4.660	4.540
