ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	229.020	0.325
 0	 0	 1	227.968	0.356
 0	 0	 2	226.957	0.334
 0	 0	 3	225.932	0.336
 0	 0	 4	224.934	0.301
 0	 0	 5	223.882	0.322
 0	 0	 6	222.924	0.364
 0	 0	 7	221.793	0.341
 0	 1	 0	229.030	0.294
 0	 1	 1	227.929	0.269
 0	 1	 2	226.912	0.320
 0	 1	 3	225.887	0.291
 0	 1	 4	224.907	0.334
 0	 1	 5	223.821	0.327
 0	 1	 6	222.830	0.323
 0	 1	 7	221.713	0.269
 0	 2	 0	228.984	0.273
 0	 2	 1	227.897	0.295
 0	 2	 2	226.942	0.278
 0	 2	 3	225.843	0.275
 0	 2	 4	224.888	0.288
 0	 2	 5	223.758	0.276
 0	 2	 6	222.812	0.307
 0	 2	 7	221.772	0.250
 0	 3	 0	228.924	0.299
 0	 3	 1	227.872	0.318
 0	 3	 2	226.881	0.242
 0	 3	 3	225.717	0.286
 0	 3	 4	224.853	0.277
 0	 3	 5	223.758	0.248
 0	 3	 6	222.812	0.233
 0	 3	 7	221.682	0.249
 0	 4	 0	228.971	0.271
 0	 4	 1	227.807	0.262
 0	 4	 2	226.856	0.280
 0	 4	 3	225.752	0.245
 0	 4	 4	224.849	0.240
 0	 4	 5	223.719	0.250
 0	 4	 6	222.770	0.221
 0	 4	 7	221.661	0.241
 0	 5	 0	228.925	0.261
 0	 5	 1	227.830	0.232
 0	 5	 2	226.806	0.304
 0	 5	 3	225.746	0.217
 0	 5	 4	224.760	0.266
 0	 5	 5	223.719	0.213
 0	 5	 6	222.749	0.243
 0	 5	 7	221.597	0.225
 0	 6	 0	228.951	0.267
 0	 6	 1	227.805	0.226
 0	 6	 2	226.839	0.231
 0	 6	 3	225.686	0.239
 0	 6	 4	224.773	0.219
 0	 6	 5	223.684	0.224
 0	 6	 6	222.710	0.204
 0	 6	 7	221.608	0.230
 0	 7	 0	228.973	0.271
 0	 7	 1	227.774	0.251
 0	 7	 2	226.882	0.289
 0	 7	 3	225.674	0.220
 0	 7	 4	224.740	0.240
 0	 7	 5	223.654	0.214
 0	 7	 6	222.628	0.229
 0	 7	 7	221.612	0.213
 1	 0	 0	228.524	0.419
 1	 0	 1	227.396	0.424
 1	 0	 2	226.428	0.418
 1	 0	 3	225.283	0.396
 1	 0	 4	224.276	0.435
 1	 0	 5	223.152	0.415
 1	 0	 6	222.274	0.404
 1	 0	 7	221.140	0.376
 1	 1	 0	228.481	0.343
 1	 1	 1	227.298	0.342
 1	 1	 2	226.427	0.332
 1	 1	 3	225.213	0.379
 1	 1	 4	224.276	0.363
 1	 1	 5	223.133	0.337
 1	 1	 6	222.200	0.332
 1	 1	 7	221.057	0.325
 1	 2	 0	228.466	0.290
 1	 2	 1	227.347	0.330
 1	 2	 2	226.334	0.334
 1	 2	 3	225.253	0.304
 1	 2	 4	224.195	0.351
 1	 2	 5	223.108	0.324
 1	 2	 6	222.149	0.346
 1	 2	 7	221.042	0.295
 1	 3	 0	228.477	0.297
 1	 3	 1	227.319	0.306
 1	 3	 2	226.352	0.309
 1	 3	 3	225.186	0.296
 1	 3	 4	224.172	0.312
 1	 3	 5	223.099	0.293
 1	 3	 6	222.195	0.294
 1	 3	 7	221.066	0.256
 1	 4	 0	228.440	0.309
 1	 4	 1	227.300	0.310
 1	 4	 2	226.298	0.286
