ch	pt	m	q
 0	 0	1.1886	-17.9319
 0	 1	1.3300	-35.7257
 0	 2	1.5124	-58.2276
 0	 3	1.7028	-82.2411
 0	 4	1.8368	-99.1128
 0	 5	1.8154	-96.4237
 0	 6	1.7828	-92.4606
 0	 7	1.7161	-84.1660
 1	 0	1.1608	7.9226
 1	 1	1.3413	-11.4087
 1	 2	1.4591	-23.5194
 1	 3	1.6063	-39.3157
 1	 4	1.7336	-52.8227
 1	 5	1.7069	-49.6058
 1	 6	1.6207	-40.6519
 1	 7	1.6072	-39.2044
 2	 0	0.9573	7.6231
 2	 1	1.0824	-8.3060
 2	 2	1.2055	-24.0416
 2	 3	1.2657	-31.8135
 2	 4	1.3510	-42.8760
 2	 5	1.3819	-46.8771
 2	 6	1.2955	-35.7624
 2	 7	1.3068	-37.2163
 3	 0	0.8509	-0.1356
 3	 1	0.9667	-18.0672
 3	 2	0.9973	-22.5783
 3	 3	1.0830	-35.6184
 3	 4	1.1125	-40.2394
 3	 5	1.0843	-35.9600
 3	 6	1.0585	-31.9563
 3	 7	1.0769	-34.8129
 4	 0	0.7990	43.7046
 4	 1	0.8511	37.7955
 4	 2	0.8668	36.2129
 4	 3	0.9091	31.6192
 4	 4	0.9244	30.1161
 4	 5	0.9249	30.1911
 4	 6	0.9089	31.8620
 4	 7	0.8962	33.1387
 5	 0	0.7220	54.3782
 5	 1	0.7507	51.1946
 5	 2	0.7945	46.6645
 5	 3	0.8009	46.0019
 5	 4	0.8107	45.0424
 5	 5	0.8133	44.7776
 5	 6	0.8301	43.0857
 5	 7	0.7980	46.4009
 6	 0	0.5177	37.1484
 6	 1	0.5347	33.8095
 6	 2	0.5520	30.7680
 6	 3	0.5613	29.1603
 6	 4	0.5821	25.3859
 6	 5	0.5905	23.8138
 6	 6	0.5721	27.2527
 6	 7	0.5645	28.4553
 7	 0	0.4556	60.9948
 7	 1	0.4628	59.7771
 7	 2	0.4770	57.6650
 7	 3	0.4796	57.3323
 7	 4	0.4937	55.2050
 7	 5	0.4887	55.9170
 7	 6	0.4868	56.2173
 7	 7	0.4774	57.5829
 8	 0	0.4132	74.4854
 8	 1	0.4195	73.6083
 8	 2	0.4192	73.7000
 8	 3	0.4292	72.4114
 8	 4	0.4328	71.9539
 8	 5	0.4388	71.0647
 8	 6	0.4323	71.9995
 8	 7	0.4306	72.1879
 9	 0	0.6215	64.3421
 9	 1	0.6570	60.5251
 9	 2	0.6654	59.6750
 9	 3	0.6950	56.5407
 9	 4	0.6936	56.5988
 9	 5	0.7006	55.7432
 9	 6	0.6710	58.9505
 9	 7	0.6765	58.3455
10	 0	0.6614	67.6969
10	 1	0.6774	66.0559
10	 2	0.6675	67.0510
10	 3	0.7066	63.4213
10	 4	0.7067	63.2743
10	 5	0.6976	64.1693
10	 6	0.6825	65.6501
10	 7	0.6915	64.7268
11	 0	0.6601	34.7570
11	 1	0.6701	33.1872
11	 2	0.7010	28.8177
11	 3	0.7190	26.0617
11	 4	0.7309	24.3078
11	 5	0.7329	23.9410
11	 6	0.7247	25.2134
11	 7	0.7311	24.2101
12	 0	0.7350	18.5001
12	 1	0.7305	19.1955
12	 2	0.7591	14.8891
12	 3	0.7689	13.1793
12	 4	0.7901	9.8996
12	 5	0.8002	8.2013
12	 6	0.7722	12.9222
12	 7	0.7621	14.3352
13	 0	0.8158	5.6406
13	 1	0.8813	-4.3690
13	 2	0.8810	-4.2395
13	 3	0.9063	-7.9897
13	 4	0.9303	-11.7490
13	 5	0.8946	-6.3358
13	 6	0.8407	1.9712
13	 7	0.8319	3.3103
14	 0	1.0802	32.8035
14	 1	1.1306	27.9740
14	 2	1.1553	25.9041
14	 3	1.1757	23.9241
14	 4	1.1528	25.9463
14	 5	1.1224	28.6762
14	 6	1.0154	38.4724
14	 7	0.9836	41.1575
15	 0	0.8770	-6.1342
15	 1	0.9662	-20.0521
15	 2	0.9629	-19.2641
15	 3	1.0100	-26.6615
15	 4	0.9967	-24.6060
15	 5	0.9265	-13.7052
15	 6	0.8669	-4.2299
15	 7	0.8184	3.3721
16	 0	0.9443	6.7608
16	 1	1.0838	-11.9214
16	 2	1.1404	-19.0112
16	 3	1.2561	-34.2812
16	 4	1.3509	-46.6756
16	 5	1.3419	-45.3403
16	 6	1.3445	-45.5730
16	 7	1.2982	-39.8334
17	 0	0.9393	2.2858
17	 1	1.0092	-7.3496
17	 2	1.1265	-23.1610
17	 3	1.2039	-34.1186
17	 4	1.2555	-41.1721
17	 5	1.2852	-45.4038
17	 6	1.2268	-37.2706
17	 7	1.2284	-37.8620
18	 0	0.9920	-6.7948
18	 1	1.0245	-11.2352
18	 2	1.0977	-21.3925
18	 3	1.1600	-30.0241
18	 4	1.1703	-31.5317
18	 5	1.1816	-33.0253
18	 6	1.1623	-30.6475
18	 7	1.1441	-28.1485
19	 0	0.7704	13.8201
19	 1	0.8263	5.2799
19	 2	0.8469	2.1441
19	 3	0.8686	-1.1812
19	 4	0.8715	-1.6707
19	 5	0.8960	-5.3237
19	 6	0.8784	-2.4605
19	 7	0.8605	0.1310
20	 0	0.8296	51.1483
20	 1	0.8557	48.6085
20	 2	0.8758	46.7241
20	 3	0.9070	43.6790
20	 4	0.9320	41.4148
20	 5	0.9287	41.6566
20	 6	0.9075	43.6891
20	 7	0.9122	43.2526
21	 0	0.6966	24.7398
21	 1	0.7097	22.7296
21	 2	0.7217	20.9043
21	 3	0.7527	16.2339
21	 4	0.7610	14.9366
21	 5	0.7700	13.8118
21	 6	0.7587	15.4294
21	 7	0.7460	17.3854
22	 0	0.6282	54.2029
22	 1	0.6514	51.3705
22	 2	0.6687	49.2939
22	 3	0.6691	49.2483
22	 4	0.6787	48.0873
22	 5	0.6871	47.1601
22	 6	0.6840	47.4313
22	 7	0.6776	48.3244
23	 0	0.5337	52.1519
23	 1	0.5346	51.9602
23	 2	0.5408	51.0642
23	 3	0.5421	50.9766
23	 4	0.5458	50.4631
23	 5	0.5507	49.7546
23	 6	0.5410	51.2152
23	 7	0.5315	52.5398
24	 0	0.6010	51.1578
24	 1	0.6094	50.1284
24	 2	0.6173	49.0496
24	 3	0.6199	48.5358
24	 4	0.6306	47.1791
24	 5	0.6223	48.5528
24	 6	0.6109	49.9939
24	 7	0.6128	49.6467
25	 0	0.7119	52.2696
25	 1	0.7277	50.5502
25	 2	0.7476	48.4877
25	 3	0.7592	47.2489
25	 4	0.7657	46.5877
25	 5	0.7613	46.9735
25	 6	0.7568	47.5324
25	 7	0.7564	47.7702
26	 0	0.7914	23.4430
26	 1	0.8356	17.4042
26	 2	0.8450	16.0416
26	 3	0.8825	10.9921
26	 4	0.8931	9.6589
26	 5	0.8888	10.0750
26	 6	0.8843	10.7284
26	 7	0.8765	11.8016
27	 0	0.8246	12.1257
27	 1	0.9146	-0.9113
27	 2	0.9562	-6.8052
27	 3	1.0126	-14.8425
27	 4	1.0071	-14.0703
27	 5	0.9971	-12.5837
27	 6	0.9989	-12.9470
27	 7	0.9719	-9.1080
28	 0	0.9121	23.2070
28	 1	1.0495	6.5172
28	 2	1.0733	4.0056
28	 3	1.1369	-3.5787
28	 4	1.1783	-8.4197
28	 5	1.1961	-10.6571
28	 6	1.1606	-6.3643
28	 7	1.1492	-5.1298
29	 0	0.9798	16.9745
29	 1	1.1064	2.1847
29	 2	1.1950	-7.9189
29	 3	1.3096	-21.2739
29	 4	1.4237	-34.5120
29	 5	1.3599	-27.0499
29	 6	1.3823	-29.6059
29	 7	1.2918	-19.0864
30	 0	0.8431	37.2557
30	 1	0.9942	20.1221
30	 2	1.0843	10.6244
30	 3	1.3135	-15.1247
30	 4	1.4102	-25.7356
30	 5	1.4194	-26.7448
30	 6	1.3165	-15.5554
30	 7	1.3002	-13.7361
31	 0	0.9168	3.3831
31	 1	1.0471	-14.9109
31	 2	1.2425	-41.6423
31	 3	1.4069	-64.7583
31	 4	1.5293	-81.6740
31	 5	1.5461	-83.6911
31	 6	1.4357	-68.5990
31	 7	1.4448	-70.0611
