INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	30.867	12.553	26.771	10.897
 0	 1	63.857	45.370	59.191	42.901
 0	 2	73.315	52.007	66.570	45.678
 0	 3	81.279	63.903	74.283	59.167
 0	 4	57.222	19.706	52.040	17.738
 0	 5	57.446	20.345	54.091	19.085
 0	 6	50.974	20.930	49.660	19.575
 0	 7	50.003	17.834	48.283	16.991
 1	 0	24.637	10.222	20.360	8.424
 1	 1	51.446	37.210	44.676	32.536
 1	 2	56.849	41.391	50.729	35.041
 1	 3	62.752	48.036	56.802	42.893
 1	 4	42.681	14.876	38.684	13.536
 1	 5	44.866	15.418	40.855	14.297
 1	 6	38.413	16.026	37.612	14.684
 1	 7	38.163	14.945	36.816	13.730
 2	 0	22.245	9.941	18.969	8.497
 2	 1	47.047	34.613	41.195	30.694
 2	 2	50.468	36.369	45.897	31.685
 2	 3	56.774	44.608	50.317	39.430
 2	 4	39.741	13.516	35.013	12.198
 2	 5	40.717	14.617	36.209	13.106
 2	 6	34.615	15.547	33.105	13.765
 2	 7	34.607	13.688	32.067	12.067
 3	 0	17.037	8.192	14.088	6.645
 3	 1	35.941	26.053	30.497	22.109
 3	 2	40.170	27.349	35.061	22.750
 3	 3	45.256	31.268	39.852	27.522
 3	 4	28.440	10.964	24.272	9.437
 3	 5	29.962	11.699	26.300	10.387
 3	 6	23.823	12.022	23.012	10.434
 3	 7	22.411	10.684	21.293	9.431
 4	 0	7.165	5.610	6.281	4.672
 4	 1	20.516	15.422	17.029	13.213
 4	 2	19.735	18.965	17.152	14.509
 4	 3	21.648	19.503	19.425	16.806
 4	 4	11.403	7.263	9.636	6.213
 4	 5	12.542	8.330	10.593	7.231
 4	 6	9.244	7.910	9.115	6.283
 4	 7	9.049	6.517	8.472	5.379
 5	 0	6.203	3.727	5.417	3.066
 5	 1	16.841	6.887	14.114	6.129
 5	 2	18.030	7.864	15.941	6.292
 5	 3	19.235	8.191	17.841	7.054
 5	 4	15.458	4.827	13.368	4.442
 5	 5	13.786	4.744	11.782	4.161
 5	 6	11.404	5.240	12.225	4.611
 5	 7	10.438	5.859	10.282	4.737
 6	 0	17.195	7.103	15.508	5.897
 6	 1	32.947	12.645	26.744	11.207
 6	 2	31.233	18.262	27.982	14.276
 6	 3	32.355	21.047	31.839	18.718
 6	 4	42.531	12.317	38.102	11.011
 6	 5	37.556	11.832	31.684	10.925
 6	 6	28.935	12.400	31.731	10.860
 6	 7	28.158	12.903	28.468	10.508
 7	 0	25.244	10.737	23.938	9.064
 7	 1	53.271	26.282	42.456	23.703
 7	 2	49.767	40.738	43.013	27.404
 7	 3	51.188	38.768	50.759	34.398
 7	 4	76.786	23.519	68.500	21.022
 7	 5	67.307	25.122	52.404	23.334
 7	 6	47.885	23.891	50.774	20.221
 7	 7	45.954	25.909	45.903	19.690
 8	 0	25.583	12.200	23.842	10.003
 8	 1	53.621	28.734	42.655	25.384
 8	 2	55.646	35.042	45.227	26.368
 8	 3	54.205	37.650	52.084	33.737
 8	 4	68.841	24.059	68.869	22.479
 8	 5	66.351	28.038	51.839	24.927
 8	 6	45.514	26.604	47.669	23.291
 8	 7	42.957	27.181	45.052	21.639
 9	 0	17.335	7.261	15.308	5.965
 9	 1	37.551	12.355	30.436	10.553
 9	 2	39.889	14.351	34.508	10.863
 9	 3	41.109	18.582	38.229	15.975
 9	 4	43.905	12.274	38.692	11.323
 9	 5	41.004	14.116	34.453	12.601
 9	 6	28.645	13.646	31.399	11.584
 9	 7	28.211	13.775	29.017	11.051
10	 0	7.938	5.078	7.201	4.340
10	 1	14.242	6.700	11.776	5.986
10	 2	15.523	8.278	13.843	6.574
10	 3	16.891	7.734	16.045	6.995
10	 4	16.608	6.432	14.907	5.858
10	 5	15.446	6.643	13.391	6.224
10	 6	11.689	6.276	12.413	5.520
10	 7	10.197	6.515	10.312	5.526
11	 0	5.548	4.339	4.967	3.716
11	 1	12.043	6.909	9.980	6.050
11	 2	12.204	7.738	10.838	6.156
11	 3	13.600	8.093	12.789	7.163
11	 4	9.692	5.070	8.728	4.777
11	 5	10.058	5.148	8.798	4.734
11	 6	7.638	4.729	7.901	4.147
11	 7	6.144	5.122	6.075	4.349
12	 0	7.737	5.304	6.660	4.356
12	 1	18.703	14.884	15.465	12.548
12	 2	17.991	17.718	15.423	13.414
12	 3	20.353	20.180	18.135	16.693
12	 4	11.926	8.284	10.290	7.250
12	 5	13.134	8.524	11.308	7.430
12	 6	10.812	8.738	10.900	7.325
12	 7	10.575	8.180	10.260	7.001
13	 0	15.456	8.008	12.916	6.651
13	 1	32.175	24.855	27.713	21.534
13	 2	34.672	27.366	29.744	21.796
13	 3	36.447	28.986	33.591	26.724
13	 4	27.193	11.882	23.719	10.526
13	 5	25.612	13.193	23.797	12.263
13	 6	24.132	13.684	22.533	11.453
13	 7	22.989	10.979	21.530	9.474
14	 0	20.242	9.398	17.163	7.777
14	 1	41.358	30.632	36.103	27.000
14	 2	44.522	32.680	39.105	27.434
14	 3	48.880	38.181	44.184	34.079
14	 4	34.360	13.813	31.237	12.900
14	 5	35.616	14.596	32.483	13.293
14	 6	31.159	14.130	30.833	13.049
14	 7	31.071	12.476	30.433	11.507
15	 0	20.783	9.482	17.328	7.765
15	 1	42.452	32.007	37.106	28.362
