INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	3.650	2.801	3.348	2.552
 0	 1	4.504	3.344	4.278	3.196
 0	 2	4.906	3.874	4.825	3.828
 0	 3	5.572	4.323	5.513	4.292
 0	 4	5.643	4.270	5.744	4.331
 0	 5	6.122	5.057	6.239	5.186
 0	 6	5.679	4.676	5.741	4.747
 0	 7	5.675	4.761	5.990	5.023
 1	 0	3.489	3.144	2.963	2.672
 1	 1	4.038	3.634	3.552	3.204
 1	 2	4.418	3.853	3.964	3.476
 1	 3	4.551	4.002	4.121	3.644
 1	 4	4.669	4.211	4.373	3.946
 1	 5	4.983	4.419	4.639	4.127
 1	 6	4.818	4.495	4.380	4.047
 1	 7	4.752	4.272	4.436	3.976
 2	 0	3.233	3.025	2.645	2.480
 2	 1	3.565	3.466	3.063	2.978
 2	 2	3.693	3.373	3.301	3.047
 2	 3	3.886	3.492	3.511	3.177
 2	 4	3.880	3.634	3.620	3.353
 2	 5	4.119	3.771	3.829	3.564
 2	 6	4.019	3.783	3.702	3.507
 2	 7	3.867	3.567	3.702	3.423
 3	 0	2.715	2.633	2.226	2.137
 3	 1	3.015	2.928	2.577	2.508
 3	 2	3.141	3.023	2.729	2.633
 3	 3	3.140	3.154	2.722	2.719
 3	 4	3.108	3.025	2.795	2.725
 3	 5	3.275	3.098	2.908	2.787
 3	 6	3.366	3.218	2.895	2.785
 3	 7	3.295	3.123	2.985	2.818
 4	 0	2.577	2.536	2.137	2.078
 4	 1	2.520	2.485	2.201	2.182
 4	 2	2.511	2.397	2.307	2.195
 4	 3	2.639	2.612	2.393	2.373
 4	 4	2.593	2.590	2.430	2.425
 4	 5	2.816	2.705	2.617	2.553
 4	 6	2.888	2.878	2.594	2.607
 4	 7	2.851	2.832	2.719	2.723
 5	 0	2.757	2.702	2.271	2.201
 5	 1	2.933	2.872	2.488	2.465
 5	 2	2.736	2.602	2.476	2.343
 5	 3	2.868	2.716	2.571	2.469
 5	 4	2.759	2.717	2.601	2.549
 5	 5	3.041	2.958	2.809	2.769
 5	 6	3.225	3.212	2.897	2.906
 5	 7	3.145	3.060	2.944	2.868
 6	 0	3.032	2.841	2.464	2.250
 6	 1	3.412	3.213	2.810	2.680
 6	 2	3.428	3.261	3.010	2.847
 6	 3	3.752	3.445	3.179	2.939
 6	 4	3.840	3.520	3.416	3.121
 6	 5	4.116	3.607	3.616	3.283
 6	 6	4.272	4.210	3.487	3.417
 6	 7	3.821	3.565	3.426	3.233
 7	 0	4.969	4.174	3.992	3.276
 7	 1	5.785	4.553	4.751	3.777
 7	 2	5.899	4.700	5.298	4.208
 7	 3	6.334	5.023	5.522	4.408
 7	 4	6.347	5.104	5.934	4.794
 7	 5	7.023	5.761	6.344	5.440
 7	 6	6.927	5.824	5.790	5.071
 7	 7	6.544	5.455	6.000	4.984
 8	 0	6.015	4.791	4.972	3.884
 8	 1	7.197	5.379	5.998	4.569
 8	 2	7.593	5.407	6.770	4.719
 8	 3	8.608	6.702	7.350	5.678
 8	 4	8.081	6.586	7.485	5.961
