INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.386	2.309	2.031	1.965
 0	 1	2.446	2.384	2.188	2.132
 0	 2	2.355	2.355	2.213	2.217
 0	 3	2.376	2.358	2.309	2.295
 0	 4	2.428	2.428	2.376	2.376
 0	 5	2.463	2.460	2.499	2.499
 0	 6	2.362	2.340	2.381	2.370
 0	 7	2.480	2.477	2.521	2.525
 1	 0	2.587	2.496	2.104	2.037
 1	 1	2.469	2.446	2.139	2.118
 1	 2	2.521	2.523	2.234	2.235
 1	 3	2.379	2.350	2.173	2.150
 1	 4	2.392	2.392	2.216	2.215
 1	 5	2.529	2.466	2.372	2.306
 1	 6	2.580	2.566	2.425	2.412
 1	 7	2.587	2.587	2.444	2.444
 2	 0	2.857	2.662	2.370	2.210
 2	 1	2.712	2.615	2.381	2.295
 2	 2	2.733	2.622	2.450	2.358
 2	 3	2.687	2.641	2.416	2.376
 2	 4	2.686	2.635	2.412	2.366
 2	 5	2.894	2.852	2.636	2.600
 2	 6	2.863	2.837	2.641	2.619
 2	 7	2.912	2.836	2.721	2.650
 3	 0	2.955	2.967	2.405	2.407
 3	 1	2.906	2.797	2.429	2.347
 3	 2	2.828	2.736	2.522	2.443
 3	 3	2.721	2.700	2.453	2.438
 3	 4	2.748	2.713	2.490	2.460
 3	 5	2.755	2.754	2.550	2.547
 3	 6	2.855	2.799	2.666	2.610
 3	 7	2.923	2.897	2.784	2.757
 4	 0	2.635	2.518	2.130	2.034
 4	 1	2.763	2.671	2.308	2.232
 4	 2	2.614	2.595	2.275	2.262
 4	 3	2.626	2.562	2.340	2.285
 4	 4	2.736	2.663	2.455	2.391
 4	 5	2.642	2.602	2.429	2.385
 4	 6	2.645	2.632	2.453	2.444
 4	 7	2.794	2.782	2.600	2.591
 5	 0	2.710	2.445	2.156	1.942
 5	 1	2.671	2.608	2.262	2.211
 5	 2	2.671	2.484	2.310	2.153
 5	 3	2.690	2.611	2.394	2.333
 5	 4	2.834	2.771	2.499	2.447
