ch	pt	m	q
 0	 0	2.7922	-353.9214
 0	 1	2.8885	-371.5291
 0	 2	2.8008	-354.6999
 0	 3	2.5602	-310.9026
 0	 4	2.3947	-281.6527
 0	 5	2.6354	-324.9135
 0	 6	2.8420	-363.1346
 0	 7	2.8068	-356.8213
 1	 0	2.4349	-234.3955
 1	 1	2.5277	-249.6298
 1	 2	2.4199	-231.4167
 1	 3	2.2229	-199.6866
 1	 4	2.1077	-181.8690
 1	 5	2.3246	-216.6836
 1	 6	2.5235	-249.2331
 1	 7	2.5227	-248.7007
 2	 0	1.8169	-173.9104
 2	 1	1.9150	-191.7481
 2	 2	1.8144	-172.4954
 2	 3	1.6783	-147.4383
 2	 4	1.5777	-129.8549
 2	 5	1.7285	-157.0886
 2	 6	1.8620	-182.4502
 2	 7	1.8192	-173.9592
 3	 0	1.3978	-34.9754
 3	 1	1.3753	-31.9548
 3	 2	1.3745	-31.1984
 3	 3	1.3335	-25.3611
 3	 4	1.2916	-19.7936
 3	 5	1.3306	-25.5198
 3	 6	1.3573	-29.5019
 3	 7	1.3617	-30.2541
 4	 0	1.0426	3.0536
 4	 1	1.0164	7.1516
 4	 2	1.0508	1.8708
 4	 3	1.0853	-2.9061
 4	 4	1.0802	-1.9424
 4	 5	1.0644	0.0060
 4	 6	1.0185	6.8983
 4	 7	1.0378	3.9548
 5	 0	0.8526	35.1158
 5	 1	0.8303	38.3981
 5	 2	0.8690	32.4131
 5	 3	0.9211	25.3230
 5	 4	0.9177	26.1584
 5	 5	0.8871	30.3741
 5	 6	0.8461	36.2153
 5	 7	0.8464	36.2231
 6	 0	0.7024	48.7102
 6	 1	0.6755	52.9083
 6	 2	0.7000	48.7497
 6	 3	0.7581	40.3327
 6	 4	0.7491	41.5359
 6	 5	0.7197	45.9048
 6	 6	0.6768	52.7397
 6	 7	0.6774	52.3928
 7	 0	0.5092	84.6243
 7	 1	0.5048	84.9674
 7	 2	0.5235	82.0347
 7	 3	0.5887	72.7847
 7	 4	0.5825	73.9324
 7	 5	0.5431	79.4498
 7	 6	0.5113	84.0723
 7	 7	0.5048	84.9397
 8	 0	0.5307	77.6442
 8	 1	0.5243	78.3457
 8	 2	0.5463	74.8205
 8	 3	0.6170	64.3443
 8	 4	0.6076	66.1031
 8	 5	0.5721	71.3095
 8	 6	0.5356	76.7930
 8	 7	0.5296	77.7802
 9	 0	0.6276	53.9785
 9	 1	0.6046	57.7692
 9	 2	0.6356	52.2414
 9	 3	0.6927	43.3311
 9	 4	0.6883	44.1520
 9	 5	0.6610	48.3113
 9	 6	0.6217	54.9487
 9	 7	0.6192	55.1626
10	 0	0.7584	32.5127
10	 1	0.7335	36.4853
10	 2	0.7347	36.4440
10	 3	0.7847	28.4990
10	 4	0.7651	31.2826
10	 5	0.7539	33.0452
10	 6	0.7274	37.7319
10	 7	0.7248	37.7894
11	 0	0.8676	24.5254
11	 1	0.8412	28.2658
11	 2	0.8306	30.5480
11	 3	0.8562	26.9556
11	 4	0.8339	29.6768
11	 5	0.8374	29.1315
11	 6	0.8320	29.8961
11	 7	0.8257	31.0063
12	 0	0.9946	0.4125
12	 1	0.9697	4.1640
12	 2	0.9589	6.4958
12	 3	0.9668	5.5938
12	 4	0.9420	9.1211
12	 5	0.9666	5.1386
12	 6	0.9763	3.4432
12	 7	0.9734	3.7448
13	 0	1.3022	-9.7970
13	 1	1.2707	-6.1896
13	 2	1.2661	-5.0161
13	 3	1.2364	-1.1288
13	 4	1.2066	2.4801
13	 5	1.2571	-3.9840
13	 6	1.2980	-9.4247
13	 7	1.3227	-12.3425
14	 0	1.9622	-50.8223
14	 1	1.9095	-45.4805
14	 2	1.8871	-42.4718
14	 3	1.7942	-32.8383
14	 4	1.7659	-30.4636
14	 5	1.8734	-41.2360
14	 6	1.9187	-45.9742
14	 7	2.0370	-57.8773
15	 0	1.8017	-141.4123
15	 1	1.8204	-144.9814
15	 2	1.7533	-132.8370
15	 3	1.6556	-117.9744
15	 4	1.5770	-105.5277
15	 5	1.7274	-130.0808
15	 6	1.8782	-155.6813
15	 7	1.8756	-155.0300
16	 0	2.0736	-138.5684
16	 1	2.1710	-152.6041
16	 2	2.1009	-141.9587
16	 3	1.8431	-104.4228
16	 4	1.7825	-97.0269
16	 5	2.0367	-132.7160
16	 6	2.2541	-164.3511
16	 7	2.2465	-163.2877
17	 0	1.6836	-78.8412
17	 1	1.6819	-78.6450
17	 2	1.6958	-79.6452
17	 3	1.5052	-52.9551
17	 4	1.4897	-51.4461
17	 5	1.6456	-73.3847
17	 6	1.7606	-89.7457
17	 7	1.7934	-94.2720
18	 0	1.2626	-46.6700
18	 1	1.2579	-45.7105
18	 2	1.2739	-47.8694
18	 3	1.1304	-24.3174
18	 4	1.1266	-24.2621
18	 5	1.2387	-42.5414
18	 6	1.3170	-55.4882
18	 7	1.3247	-56.6241
19	 0	1.2157	26.4824
19	 1	1.2079	29.5495
19	 2	1.2487	24.8343
19	 3	1.2168	26.6553
19	 4	1.2365	26.4292
19	 5	1.2377	27.2970
19	 6	1.2995	19.9993
19	 7	1.3464	15.7626
20	 0	0.7937	12.0230
20	 1	0.7970	11.3553
20	 2	0.7899	13.0612
20	 3	0.7528	19.8443
20	 4	0.7481	20.3077
20	 5	0.7941	12.0163
20	 6	0.8145	8.2457
20	 7	0.8131	8.2151
21	 0	0.7641	47.0111
21	 1	0.7640	47.5186
21	 2	0.8026	41.0593
21	 3	0.7797	44.1221
21	 4	0.7825	44.5056
21	 5	0.8089	40.4675
21	 6	0.8079	40.9975
21	 7	0.8239	38.5849
22	 0	0.5519	54.0922
22	 1	0.5543	53.7846
22	 2	0.5540	53.5761
22	 3	0.5511	54.0352
