ch	pt	m	q
22	 4	0.5512	53.9534
22	 5	0.5642	51.6458
22	 6	0.5645	51.7158
22	 7	0.5565	52.8125
23	 0	0.4516	71.5125
23	 1	0.4717	68.2226
23	 2	0.4865	64.6161
23	 3	0.4967	62.6868
23	 4	0.4973	63.5380
23	 5	0.5005	62.6582
23	 6	0.4927	64.0424
23	 7	0.4962	63.4632
24	 0	0.4648	73.1951
24	 1	0.4789	71.0406
24	 2	0.4978	66.8442
24	 3	0.4876	68.3441
24	 4	0.4876	69.1949
24	 5	0.4959	67.6669
24	 6	0.4897	68.8279
24	 7	0.4956	67.8214
25	 0	0.5948	47.1785
25	 1	0.5963	47.0543
25	 2	0.5948	47.4150
25	 3	0.5665	52.3049
25	 4	0.5669	52.2271
25	 5	0.5903	48.0090
25	 6	0.5958	47.1569
25	 7	0.5942	47.2629
26	 0	0.8580	41.5328
26	 1	0.8564	42.0748
26	 2	0.8696	39.7658
26	 3	0.8136	46.6651
26	 4	0.8159	47.1211
26	 5	0.8562	41.4657
26	 6	0.8576	41.8455
26	 7	0.8811	38.5978
27	 0	0.9248	-13.9635
27	 1	0.9260	-14.0906
27	 2	0.9382	-15.8550
27	 3	0.8112	7.6158
27	 4	0.8079	7.8452
27	 5	0.8924	-7.7449
27	 6	0.9401	-17.0126
27	 7	0.9485	-18.4924
28	 0	1.3231	-69.5753
28	 1	1.3485	-73.9465
28	 2	1.3194	-68.1700
28	 3	1.0990	-30.2172
28	 4	1.0875	-29.1297
28	 5	1.2454	-56.1215
28	 6	1.3732	-78.1988
28	 7	1.3634	-76.0881
29	 0	1.9884	-123.8890
29	 1	2.0521	-133.1794
29	 2	1.9961	-124.7230
29	 3	1.6365	-73.4928
29	 4	1.6063	-70.0703
29	 5	1.8650	-106.2765
29	 6	2.0784	-137.1404
29	 7	2.0694	-135.5904
30	 0	2.3051	-210.1534
30	 1	2.4755	-237.9426
30	 2	2.3797	-221.9816
30	 3	1.9428	-151.7534
30	 4	1.8831	-143.4826
30	 5	2.2051	-194.5697
30	 6	2.4799	-239.1002
30	 7	2.4361	-231.8188
31	 0	2.4866	-290.3037
31	 1	2.6200	-314.7061
31	 2	2.5173	-295.5701
31	 3	2.0631	-212.9197
31	 4	1.9957	-201.5776
31	 5	2.3316	-261.9030
31	 6	2.6184	-314.2124
31	 7	2.5823	-307.6628
