INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.600	2.550	2.128	2.089
 0	 1	2.441	2.405	2.143	2.124
 0	 2	2.290	2.294	2.080	2.078
 0	 3	2.383	2.372	2.244	2.231
 0	 4	2.422	2.405	2.332	2.311
 0	 5	2.447	2.432	2.369	2.352
 0	 6	2.421	2.399	2.417	2.398
 0	 7	2.448	2.421	2.426	2.400
 1	 0	2.395	2.325	1.993	1.939
 1	 1	2.337	2.269	2.092	2.028
 1	 2	2.320	2.265	2.105	2.055
 1	 3	2.324	2.258	2.133	2.074
 1	 4	2.280	2.144	2.101	1.976
 1	 5	2.428	2.327	2.238	2.146
 1	 6	2.539	2.438	2.344	2.254
 1	 7	2.613	2.548	2.477	2.417
 2	 0	2.699	2.707	2.135	2.138
 2	 1	2.650	2.637	2.299	2.283
 2	 2	2.566	2.535	2.261	2.238
 2	 3	2.531	2.519	2.267	2.258
 2	 4	2.468	2.435	2.313	2.278
 2	 5	2.627	2.627	2.465	2.464
 2	 6	2.736	2.719	2.592	2.581
 2	 7	2.683	2.651	2.606	2.574
 3	 0	2.725	2.622	2.217	2.154
 3	 1	2.664	2.528	2.344	2.241
 3	 2	2.541	2.486	2.256	2.206
 3	 3	2.668	2.592	2.340	2.274
 3	 4	2.734	2.720	2.450	2.435
 3	 5	2.744	2.709	2.462	2.436
 3	 6	2.884	2.805	2.610	2.543
 3	 7	2.882	2.849	2.649	2.618
 4	 0	2.442	2.372	1.987	1.940
 4	 1	2.622	2.611	2.184	2.176
 4	 2	2.430	2.423	2.110	2.099
 4	 3	2.428	2.349	2.124	2.055
 4	 4	2.475	2.436	2.173	2.139
 4	 5	2.549	2.526	2.269	2.248
 4	 6	2.633	2.618	2.350	2.342
 4	 7	2.637	2.588	2.398	2.361
 5	 0	2.400	2.389	1.933	1.933
 5	 1	2.483	2.440	2.084	2.058
 5	 2	2.504	2.503	2.169	2.171
 5	 3	2.598	2.580	2.259	2.242
 5	 4	2.547	2.545	2.310	2.309
