ch	pt	m	q
 0	 0	2.9280	-318.4970
 0	 1	3.0772	-342.6718
 0	 2	3.1082	-346.8774
 0	 3	2.9708	-325.3147
 0	 4	2.8650	-307.4979
 0	 5	2.9723	-324.9943
 0	 6	2.9699	-324.2408
 0	 7	3.0119	-331.3394
 1	 0	2.4728	-266.8880
 1	 1	2.5395	-277.6637
 1	 2	2.6471	-295.7916
 1	 3	2.5168	-273.7600
 1	 4	2.4153	-255.8693
 1	 5	2.5112	-272.5199
 1	 6	2.4699	-265.3006
 1	 7	2.5230	-274.3227
 2	 0	1.9602	-125.2460
 2	 1	1.9966	-130.0789
 2	 2	2.0708	-140.7325
 2	 3	1.9672	-125.8494
 2	 4	1.9143	-118.2787
 2	 5	1.9620	-125.1976
 2	 6	1.9857	-128.8062
 2	 7	2.0028	-131.0696
 3	 0	1.3751	-48.2889
 3	 1	1.3913	-50.6226
 3	 2	1.4273	-55.9288
 3	 3	1.3577	-45.5564
 3	 4	1.3465	-43.8111
 3	 5	1.3772	-48.1015
 3	 6	1.4005	-52.1369
 3	 7	1.4044	-52.3671
 4	 0	1.0651	6.4604
 4	 1	1.0717	5.4319
 4	 2	1.0629	6.7026
 4	 3	1.0579	7.2969
 4	 4	1.0696	5.7372
 4	 5	1.0585	7.2631
 4	 6	1.0584	7.5957
 4	 7	1.0859	3.6656
 5	 0	0.7965	19.0156
 5	 1	0.8064	17.3960
 5	 2	0.8228	14.9199
 5	 3	0.7942	19.6435
 5	 4	0.8007	18.5264
 5	 5	0.8138	16.4133
 5	 6	0.8119	16.5267
 5	 7	0.8118	16.6681
 6	 0	0.7408	57.8142
 6	 1	0.7320	58.4669
 6	 2	0.7596	54.5205
 6	 3	0.7544	55.4064
 6	 4	0.7630	54.5452
 6	 5	0.7582	55.2146
 6	 6	0.7391	58.1526
 6	 7	0.7703	53.8186
 7	 0	0.5006	71.5460
 7	 1	0.4903	73.0526
 7	 2	0.5013	71.2373
 7	 3	0.5004	71.2591
 7	 4	0.5045	70.6025
 7	 5	0.4981	71.6888
 7	 6	0.4914	72.8607
 7	 7	0.4921	72.5880
 8	 0	0.5129	69.2494
 8	 1	0.4923	72.2446
 8	 2	0.5267	66.1472
 8	 3	0.5218	67.3653
 8	 4	0.5321	65.7642
 8	 5	0.5292	66.0620
 8	 6	0.5157	68.7587
 8	 7	0.5319	65.7263
 9	 0	0.6518	58.7823
 9	 1	0.6460	59.5260
 9	 2	0.6483	59.1022
 9	 3	0.6457	59.6055
 9	 4	0.6568	57.7513
 9	 5	0.6539	58.3574
 9	 6	0.6540	58.5073
 9	 7	0.6604	57.4167
10	 0	0.8638	45.6874
10	 1	0.8487	47.3434
10	 2	0.8580	46.0574
10	 3	0.8576	46.3661
10	 4	0.8754	43.7623
10	 5	0.8680	44.9157
10	 6	0.8667	45.4782
10	 7	0.8861	42.7232
11	 0	0.8616	25.8909
11	 1	0.8567	26.7985
