ch	pt	m	q
11	 2	0.8741	24.3523
11	 3	0.8400	29.2819
11	 4	0.8528	27.3107
11	 5	0.8691	25.1894
11	 6	0.8757	24.0078
11	 7	0.8744	24.3401
12	 0	0.9988	20.6287
12	 1	1.0084	19.3208
12	 2	1.0138	18.8786
12	 3	0.9872	22.2941
12	 4	0.9996	20.5360
12	 5	1.0161	18.5210
12	 6	1.0292	16.4547
12	 7	1.0450	14.6581
13	 0	1.3710	-44.9288
13	 1	1.3519	-42.2223
13	 2	1.3683	-44.5637
13	 3	1.3105	-35.9905
13	 4	1.3255	-37.9379
13	 5	1.3537	-42.1567
13	 6	1.3967	-48.5299
13	 7	1.4283	-53.0751
14	 0	1.8894	-78.7530
14	 1	1.8603	-75.4265
14	 2	1.8587	-74.9144
14	 3	1.7727	-64.2000
14	 4	1.7978	-67.3857
14	 5	1.8341	-71.4337
14	 6	1.9167	-81.5652
14	 7	1.9979	-91.5148
15	 0	1.8995	-54.9845
15	 1	1.9022	-55.0388
15	 2	1.9250	-57.5420
15	 3	1.8195	-45.8367
15	 4	1.8263	-46.9582
15	 5	1.8720	-51.4319
15	 6	1.9381	-58.6229
15	 7	1.9965	-65.2319
16	 0	2.1703	-134.7055
16	 1	2.3148	-153.3617
16	 2	2.3739	-161.2011
16	 3	2.2881	-149.7955
16	 4	2.1893	-135.9966
16	 5	2.2983	-150.8477
16	 6	2.3060	-152.0400
16	 7	2.3414	-156.8271
17	 0	1.7920	-53.7960
17	 1	1.8478	-60.1680
17	 2	1.9221	-68.9704
17	 3	1.8568	-61.3682
17	 4	1.8379	-58.6961
17	 5	1.8918	-65.0073
17	 6	1.9329	-70.2949
17	 7	1.9464	-71.5343
18	 0	1.1812	-68.9291
18	 1	1.2115	-74.2211
18	 2	1.2585	-83.1161
18	 3	1.2281	-77.4226
18	 4	1.1823	-68.1689
18	 5	1.2303	-77.6526
18	 6	1.2090	-73.7106
18	 7	1.2091	-73.6502
19	 0	0.9050	4.1976
19	 1	0.9277	0.7122
19	 2	0.9616	-4.9317
19	 3	0.9384	-0.9778
19	 4	0.9312	0.2313
19	 5	0.9568	-3.9650
19	 6	0.9620	-5.2525
19	 7	0.9541	-3.7009
20	 0	0.7969	37.7648
20	 1	0.8422	31.1293
20	 2	0.8383	31.9247
20	 3	0.8453	30.7200
20	 4	0.8441	30.8947
20	 5	0.8555	29.3095
20	 6	0.8532	29.3835
20	 7	0.8561	28.9384
21	 0	0.6796	32.8221
21	 1	0.6941	30.3829
21	 2	0.7195	26.1948
21	 3	0.7044	28.7203
21	 4	0.7050	28.6506
21	 5	0.7209	25.6731
21	 6	0.7182	25.7152
21	 7	0.7061	28.3720
22	 0	0.5960	74.9168
22	 1	0.6114	72.7410
22	 2	0.6293	69.8924
22	 3	0.6439	67.9353
22	 4	0.6464	67.7364
22	 5	0.6416	68.1782
22	 6	0.6291	70.2498
22	 7	0.6373	68.7671
23	 0	0.4382	87.0276
23	 1	0.4428	86.1039
23	 2	0.4527	84.2447
23	 3	0.4636	82.5192
23	 4	0.4628	82.7074
23	 5	0.4573	83.6001
23	 6	0.4492	84.8405
23	 7	0.4489	84.5207
24	 0	0.4798	91.7611
24	 1	0.4807	91.2918
24	 2	0.5035	87.8931
24	 3	0.5183	86.0290
24	 4	0.5170	86.3734
24	 5	0.5144	86.5499
24	 6	0.4999	88.8767
24	 7	0.5100	87.2460
25	 0	0.5861	67.3401
25	 1	0.5969	65.5988
25	 2	0.6018	64.7464
25	 3	0.6148	62.7089
25	 4	0.6181	62.3330
25	 5	0.6147	62.7760
25	 6	0.6086	63.8780
25	 7	0.6103	63.4136
26	 0	0.7031	12.8779
26	 1	0.7079	12.2392
26	 2	0.7336	7.0999
26	 3	0.7153	10.9196
26	 4	0.7131	11.5474
26	 5	0.7284	8.4044
26	 6	0.7277	8.0680
26	 7	0.7178	10.3201
27	 0	0.8586	34.1300
27	 1	0.8997	28.1605
27	 2	0.8955	29.1557
27	 3	0.9013	28.1759
27	 4	0.8979	28.4549
27	 5	0.9110	26.6495
27	 6	0.9099	26.6852
27	 7	0.9126	26.2987
28	 0	1.2793	-48.3456
28	 1	1.3008	-51.5121
28	 2	1.3434	-58.0370
28	 3	1.3145	-53.6412
28	 4	1.2571	-44.3292
28	 5	1.3027	-51.4345
28	 6	1.2962	-50.7501
28	 7	1.2948	-50.5281
29	 0	1.8745	-211.0035
29	 1	1.9248	-220.4724
29	 2	1.9569	-226.4306
29	 3	1.9063	-216.7852
29	 4	1.8326	-202.0876
29	 5	1.9032	-215.6607
29	 6	1.8858	-212.2947
29	 7	1.9089	-216.8003
30	 0	2.3690	-364.3370
30	 1	2.4632	-384.8519
30	 2	2.5481	-403.2063
30	 3	2.4648	-384.8458
30	 4	2.3272	-354.5476
30	 5	2.4395	-379.0542
30	 6	2.3776	-365.3298
30	 7	2.4218	-374.8407
31	 0	2.4081	-324.2359
31	 1	2.4546	-333.6274
31	 2	2.5433	-350.5263
31	 3	2.4614	-335.1780
31	 4	2.3383	-309.9916
31	 5	2.4347	-329.0944
31	 6	2.3945	-321.0630
31	 7	2.4339	-329.2008
