Peaking Times - based on Mean values without Outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.0000	0.2917	  0	0.2917	0.0000
0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.4583	0.0000	0.4583	  0	0.4583	0.0000
0.6250	0.6250	0.6458	0.6458	0.6250	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6250	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6458	0.6432	0.0070	0.6458	  4	0.6458	0.0000
0.7917	0.8333	0.8125	0.8333	0.8333	0.8125	0.8333	0.8125	0.8333	0.8125	0.8125	0.8125	0.7917	0.8125	0.8333	0.8333	0.8333	0.7917	0.8333	0.8125	0.8125	0.8333	0.7917	0.8125	0.8125	0.8125	0.8125	0.8333	0.8125	0.8125	0.7917	0.8125	0.8164	0.0144	0.8125	  0	0.8164	0.0144
0.9583	0.9792	0.9792	0.9792	0.9792	0.9792	1.0000	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	1.0000	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	1.0000	0.9792	0.9792	0.9792	0.9792	1.0000	0.9792	0.9792	1.0000	0.9818	0.0088	0.9792	  6	0.9792	0.0000
1.2292	1.2500	1.2292	1.2500	1.2708	1.2708	1.2708	1.2708	1.2500	1.2708	1.2708	1.2500	1.2500	1.2708	1.2708	1.2708	1.2708	1.2292	1.2500	1.2708	1.2500	1.2500	1.2500	1.2500	1.2708	1.2500	1.2500	1.2708	1.2500	1.2708	1.2292	1.2708	1.2572	0.0146	1.2500	  0	1.2572	0.0146
1.5000	1.5417	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5625	1.5000	1.5417	1.5208	1.5208	1.5208	1.5208	1.5208	1.5208	1.5625	1.5208	1.5208	1.5208	1.5625	1.5208	1.5208	1.5208	1.5417	1.4583	1.5208	1.5234	0.0189	1.5208	  9	1.5208	0.0000
1.7500	1.7708	1.8125	1.8333	1.7917	1.7917	1.7708	1.8333	1.8333	1.8125	1.8333	1.8125	1.7708	1.8125	1.7708	1.7917	1.7917	1.7917	1.7917	1.7917	1.7708	1.7708	1.7917	1.7708	1.8333	1.8333	1.8333	1.7917	1.7917	1.7917	1.7917	1.8333	1.7988	0.0246	1.7917	  0	1.7988	0.0246
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peaking Times - based on Mean values with outliers [us]
  #0	  #1	  #2	  #3	  #4	  #5	  #6	  #7	  #8	  #9	 #10	 #11	 #12	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	mean	std	median	outliers	mean_w/o_out	std_w/o_out
0.2917	0.2917	0.2917	0.2917	0.2708	0.2708	0.2708	0.2708	0.2708	0.2917	0.2708	0.2917	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2708	0.2708	0.2708	0.2917	0.2917	0.2917	0.2917	0.2917	0.2917	0.2852	0.0098	0.2917	 10	0.2917	0.0000
