ch	pt	m	q
 0	 0	0.1863	117.6562
 0	 1	0.1523	122.0515
 0	 2	0.1620	120.8256
 0	 3	0.1602	121.1078
 0	 4	0.1751	119.2273
 0	 5	0.1837	118.0195
 0	 6	0.1946	116.6937
 0	 7	0.1521	122.1335
 1	 0	0.1428	123.9375
 1	 1	0.1142	127.5669
 1	 2	0.1297	125.6778
 1	 3	0.1040	128.9068
 1	 4	0.1304	125.6566
 1	 5	0.1286	125.8125
 1	 6	0.1334	125.2946
 1	 7	0.1411	124.2055
 2	 0	0.1766	116.1694
 2	 1	0.1394	121.5779
 2	 2	0.1319	122.7389
 2	 3	0.1303	123.0000
 2	 4	0.1727	116.8954
 2	 5	0.1587	118.8520
 2	 6	0.1641	118.1701
 2	 7	0.1347	122.3330
 3	 0	0.1761	116.1566
 3	 1	0.1636	117.9571
 3	 2	0.1463	120.5662
 3	 3	0.1473	120.4568
 3	 4	0.1346	122.3061
 3	 5	0.1645	117.9281
 3	 6	0.1276	123.3666
 3	 7	0.1447	120.7929
 4	 0	0.2032	111.7379
 4	 1	0.1611	118.0129
 4	 2	0.1309	122.5341
 4	 3	0.1315	122.4925
 4	 4	0.1446	120.6078
 4	 5	0.1453	120.3513
 4	 6	0.1365	121.8077
 4	 7	0.1308	122.5678
 5	 0	0.2175	113.2784
 5	 1	0.1813	118.1080
 5	 2	0.1363	124.0365
 5	 3	0.1409	123.4604
 5	 4	0.1456	122.8823
 5	 5	0.1815	118.1126
 5	 6	0.1521	122.0323
 5	 7	0.1666	120.0903
 6	 0	0.2265	110.2760
 6	 1	0.1877	115.7091
 6	 2	0.1599	119.6108
 6	 3	0.1425	122.0664
 6	 4	0.1612	119.4860
 6	 5	0.1384	122.5871
 6	 6	0.1610	119.5115
 6	 7	0.1688	118.3671
 7	 0	0.2215	110.4453
 7	 1	0.1770	116.7272
 7	 2	0.1454	121.2544
 7	 3	0.1297	123.5101
 7	 4	0.1598	119.2622
 7	 5	0.1604	119.1254
 7	 6	0.1554	119.9020
 7	 7	0.1433	121.5447
 8	 0	0.2071	111.1232
 8	 1	0.1888	113.8427
 8	 2	0.1575	118.5327
 8	 3	0.1654	117.3575
 8	 4	0.1895	113.8552
 8	 5	0.1976	112.5450
 8	 6	0.1992	112.3906
 8	 7	0.1952	112.9427
 9	 0	0.1876	115.4445
 9	 1	0.1566	119.7473
 9	 2	0.1434	121.6782
 9	 3	0.1507	120.6343
 9	 4	0.1647	118.6998
 9	 5	0.1964	114.3298
 9	 6	0.2005	113.6186
