ch	pt	fine_thr	a_fit	b_fit
 0	 0	 0	222.760	0.831
 0	 0	 1	221.695	0.883
 0	 0	 2	220.599	0.804
 0	 0	 3	219.465	0.870
 0	 0	 4	218.530	1.019
 0	 0	 5	217.467	0.720
 0	 0	 6	216.484	0.765
 0	 0	 7	215.243	0.943
 0	 1	 0	222.728	0.928
 0	 1	 1	221.614	1.003
 0	 1	 2	220.564	0.855
 0	 1	 3	219.488	0.899
 0	 1	 4	218.447	1.080
 0	 1	 5	217.359	1.134
 0	 1	 6	216.456	0.818
 0	 1	 7	215.301	0.934
 0	 2	 0	222.666	1.196
 0	 2	 1	221.596	1.121
 0	 2	 2	220.609	1.227
 0	 2	 3	219.517	0.912
 0	 2	 4	218.491	1.150
 0	 2	 5	217.419	1.041
 0	 2	 6	216.413	1.327
 0	 2	 7	215.270	0.988
 0	 3	 0	222.831	1.230
 0	 3	 1	221.701	1.125
 0	 3	 2	220.639	1.082
 0	 3	 3	219.540	1.217
 0	 3	 4	218.517	1.431
 0	 3	 5	217.433	1.164
 0	 3	 6	216.533	1.228
 0	 3	 7	215.283	1.365
 0	 4	 0	222.836	1.366
 0	 4	 1	221.670	1.437
 0	 4	 2	220.720	1.166
 0	 4	 3	219.551	1.285
 0	 4	 4	218.645	1.225
 0	 4	 5	217.509	1.508
 0	 4	 6	216.551	1.197
 0	 4	 7	215.414	1.346
 0	 5	 0	222.785	1.510
 0	 5	 1	221.759	1.170
 0	 5	 2	220.704	1.391
 0	 5	 3	219.565	1.205
 0	 5	 4	218.630	1.068
 0	 5	 5	217.495	1.232
 0	 5	 6	216.492	1.475
 0	 5	 7	215.348	1.496
 0	 6	 0	222.723	1.373
 0	 6	 1	221.617	1.097
 0	 6	 2	220.612	0.942
 0	 6	 3	219.483	0.917
 0	 6	 4	218.493	1.156
 0	 6	 5	217.425	0.972
 0	 6	 6	216.403	1.137
 0	 6	 7	215.355	1.387
 0	 7	 0	222.715	0.962
 0	 7	 1	221.615	1.234
 0	 7	 2	220.591	0.902
 0	 7	 3	219.406	1.539
 0	 7	 4	218.466	0.971
 0	 7	 5	217.385	1.105
 0	 7	 6	216.469	0.923
 0	 7	 7	215.299	1.198
 1	 0	 0	218.819	0.878
 1	 0	 1	217.893	0.853
 1	 0	 2	216.863	0.897
 1	 0	 3	215.819	0.991
 1	 0	 4	214.860	1.097
 1	 0	 5	213.833	0.865
 1	 0	 6	212.990	0.862
 1	 0	 7	211.856	0.919
 1	 1	 0	218.778	1.206
 1	 1	 1	217.846	1.105
 1	 1	 2	216.824	1.027
 1	 1	 3	215.820	1.033
 1	 1	 4	214.897	1.310
 1	 1	 5	213.890	1.139
 1	 1	 6	212.921	1.025
 1	 1	 7	211.843	1.139
 1	 2	 0	218.815	1.326
 1	 2	 1	217.791	1.269
 1	 2	 2	216.916	1.312
 1	 2	 3	215.890	1.178
 1	 2	 4	214.934	1.358
 1	 2	 5	213.850	1.185
 1	 2	 6	212.898	1.338
 1	 2	 7	211.801	1.038
 1	 3	 0	218.759	1.481
 1	 3	 1	217.820	1.248
 1	 3	 2	216.892	1.400
 1	 3	 3	215.772	1.342
 1	 3	 4	214.914	1.593
 1	 3	 5	213.789	1.375
 1	 3	 6	212.958	1.336
 1	 3	 7	211.847	1.461
 1	 4	 0	218.773	1.545
 1	 4	 1	217.872	1.427
 1	 4	 2	216.905	1.488
 1	 4	 3	215.806	1.514
 1	 4	 4	214.907	1.479
 1	 4	 5	213.884	1.495
 1	 4	 6	212.868	1.388
 1	 4	 7	211.867	1.489
 1	 5	 0	218.855	1.536
 1	 5	 1	217.845	1.319
 1	 5	 2	216.949	1.513
 1	 5	 3	215.851	1.415
 1	 5	 4	214.891	1.448
 1	 5	 5	213.851	1.345
 1	 5	 6	212.964	1.561
 1	 5	 7	211.852	1.641
 1	 6	 0	218.880	1.532
 1	 6	 1	217.800	1.307
 1	 6	 2	216.869	1.362
 1	 6	 3	215.875	1.375
 1	 6	 4	214.941	1.459
 1	 6	 5	213.887	1.346
 1	 6	 6	212.934	1.373
 1	 6	 7	211.973	1.619
 1	 7	 0	218.895	1.369
 1	 7	 1	217.929	1.478
 1	 7	 2	216.908	1.259
 1	 7	 3	215.892	1.734
 1	 7	 4	214.960	1.292
 1	 7	 5	213.935	1.471
 1	 7	 6	212.900	1.314
 1	 7	 7	211.938	1.509
 2	 0	 0	224.663	1.141
 2	 0	 1	223.616	0.949
 2	 0	 2	222.597	1.008
 2	 0	 3	221.503	1.111
 2	 0	 4	220.696	1.270
 2	 0	 5	219.511	0.983
 2	 0	 6	218.545	0.973
 2	 0	 7	217.489	1.031
 2	 1	 0	224.705	1.331
 2	 1	 1	223.563	1.263
 2	 1	 2	222.656	1.264
 2	 1	 3	221.528	1.284
 2	 1	 4	220.644	1.598
 2	 1	 5	219.485	1.269
 2	 1	 6	218.570	1.208
 2	 1	 7	217.473	1.224
 2	 2	 0	224.678	1.467
 2	 2	 1	223.625	1.501
 2	 2	 2	222.633	1.450
 2	 2	 3	221.548	1.481
 2	 2	 4	220.630	1.629
 2	 2	 5	219.499	1.333
 2	 2	 6	218.521	1.440
 2	 2	 7	217.564	1.365
 2	 3	 0	224.704	1.590
 2	 3	 1	223.580	1.423
 2	 3	 2	222.607	1.531
 2	 3	 3	221.588	1.538
 2	 3	 4	220.577	1.615
 2	 3	 5	219.652	1.466
 2	 3	 6	218.611	1.475
 2	 3	 7	217.470	1.603
 2	 4	 0	224.697	1.654
 2	 4	 1	223.619	1.539
 2	 4	 2	222.603	1.577
 2	 4	 3	221.501	1.729
 2	 4	 4	220.558	1.539
 2	 4	 5	219.559	1.594
 2	 4	 6	218.649	1.448
 2	 4	 7	217.548	1.534
 2	 5	 0	224.734	1.892
 2	 5	 1	223.674	1.650
 2	 5	 2	222.682	1.602
 2	 5	 3	221.648	1.809
 2	 5	 4	220.652	1.764
 2	 5	 5	219.634	1.729
 2	 5	 6	218.614	1.696
 2	 5	 7	217.535	1.832
 2	 6	 0	224.733	1.665
 2	 6	 1	223.649	1.650
 2	 6	 2	222.601	1.655
 2	 6	 3	221.539	1.864
 2	 6	 4	220.587	1.749
 2	 6	 5	219.571	1.647
 2	 6	 6	218.607	1.721
 2	 6	 7	217.494	1.806
 2	 7	 0	224.776	1.652
 2	 7	 1	223.683	1.576
 2	 7	 2	222.676	1.482
 2	 7	 3	221.488	2.112
 2	 7	 4	220.573	1.630
 2	 7	 5	219.488	1.753
 2	 7	 6	218.636	1.515
 2	 7	 7	217.479	1.817
 3	 0	 0	225.261	1.545
 3	 0	 1	224.180	1.305
 3	 0	 2	223.110	1.405
 3	 0	 3	221.924	1.449
 3	 0	 4	221.046	1.663
 3	 0	 5	219.978	1.366
 3	 0	 6	218.948	1.304
 3	 0	 7	217.771	1.371
 3	 1	 0	225.300	1.697
 3	 1	 1	224.111	1.677
 3	 1	 2	223.105	1.666
 3	 1	 3	221.950	1.665
 3	 1	 4	221.039	2.133
 3	 1	 5	219.922	1.793
 3	 1	 6	218.944	1.589
 3	 1	 7	217.787	1.651
 3	 2	 0	225.165	1.952
 3	 2	 1	224.134	2.021
 3	 2	 2	223.043	1.922
 3	 2	 3	222.030	1.951
 3	 2	 4	221.019	2.143
 3	 2	 5	219.870	1.833
 3	 2	 6	218.929	1.922
 3	 2	 7	217.819	1.795
 3	 3	 0	225.254	2.008
 3	 3	 1	224.109	1.956
 3	 3	 2	223.035	2.011
 3	 3	 3	221.995	2.057
 3	 3	 4	220.980	2.315
 3	 3	 5	219.941	1.935
 3	 3	 6	218.986	1.895
 3	 3	 7	217.715	2.166
 3	 4	 0	225.202	2.393
 3	 4	 1	224.065	2.095
 3	 4	 2	223.067	2.152
 3	 4	 3	221.899	2.312
 3	 4	 4	221.052	2.178
 3	 4	 5	219.885	2.151
 3	 4	 6	218.920	1.968
 3	 4	 7	217.772	2.091
 3	 5	 0	225.224	2.507
 3	 5	 1	224.115	2.222
 3	 5	 2	223.106	2.179
 3	 5	 3	222.050	2.301
 3	 5	 4	221.110	2.271
 3	 5	 5	220.012	2.227
 3	 5	 6	218.851	2.277
 3	 5	 7	217.806	2.458
 3	 6	 0	225.245	2.281
 3	 6	 1	224.170	2.091
 3	 6	 2	223.052	2.223
 3	 6	 3	222.045	2.493
 3	 6	 4	220.992	2.342
 3	 6	 5	220.005	2.113
 3	 6	 6	218.873	2.258
 3	 6	 7	217.802	2.400
 3	 7	 0	225.274	2.083
 3	 7	 1	224.133	2.018
 3	 7	 2	223.100	1.973
 3	 7	 3	221.877	2.857
 3	 7	 4	221.023	2.250
 3	 7	 5	219.875	2.275
 3	 7	 6	218.970	2.028
 3	 7	 7	217.807	2.371
 4	 0	 0	225.110	1.927
 4	 0	 1	224.100	1.732
 4	 0	 2	223.137	1.862
 4	 0	 3	222.013	1.991
 4	 0	 4	221.113	2.253
 4	 0	 5	219.942	1.771
 4	 0	 6	219.080	1.752
 4	 0	 7	217.906	1.893
 4	 1	 0	225.163	2.388
 4	 1	 1	224.051	2.259
 4	 1	 2	223.162	2.317
 4	 1	 3	222.013	2.330
 4	 1	 4	221.114	3.008
 4	 1	 5	219.790	2.407
 4	 1	 6	219.022	2.134
 4	 1	 7	217.934	2.254
 4	 2	 0	225.008	2.862
 4	 2	 1	223.992	2.807
 4	 2	 2	223.016	2.816
 4	 2	 3	222.062	2.724
 4	 2	 4	221.049	2.952
 4	 2	 5	219.897	2.584
 4	 2	 6	218.992	2.739
 4	 2	 7	217.973	2.437
