GAIN AT LOW ENERGIES
-----------------------------------------------------------------
Linear Fit in range [50 - 100] DAC_inj code
Cubic Fit in range [0 - 500] DAC_inj code
-----------------------------------------------------------------
INDEX
l_g_m: Gain obtained with linear fit and mean values
l_i_m: Intercept obtained with linear fit and mean values
l_r2_m: R^2 obtained with linear fit and mean values
l_rs_m: Residuals obtained with linear fit and mean values
l_g_mwo: Gain obtained with linear fit and mean values without outliers
l_i_mwo: Intercept obtained with linear fit and mean values without outliers
l_r2_mwo: R^2 obtained with linear fit and mean values without outliers
l_rs_mwo: Residuals obtained with linear fit and mean values without outliers
3_g_m: Gain obtained in x=0 with cubic fit and mean values
3_i_m: Intercept obtained with cubic fit and mean values
3_r2_m: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values
3_rs_m: Residuals obtained with cubic fit and mean values
3_g_mwo: Gain obtained in x=0 with cubic fit and mean values without outliers
3_i_mwo: Intercept obtained with cubic fit and mean values without outliers
3_r2_mwo: Adjusted R^2 (adjusted for cubic fit) obtained with cubic fit and mean values without outliers
3_rs_mwo: Residuals obtained with cubic fit and mean values without outliers
-----------------------------------------------------------------
ch	pt	l_g_m	l_i_m	l_r2_m	l_rs_m	l_g_mwo	l_i_mwo	l_r2_mwo	l_rs_mwo	3_g_m	3_i_m	3_r2_m	3_rs_m	3_g_mwo	3_i_mwo	3_r2_mwo	3_rs_mwo
 0	 0	0.977	201.715	0.9995	0.467	1.003	199.493	0.9997	0.374	1.227	191.408	0.9999	1.826	1.217	191.786	1.0000	0.966
 0	 1	0.875	200.470	0.9999	0.212	0.864	201.447	0.9975	0.971	1.065	192.132	0.9984	2.129	1.060	192.524	0.9985	1.629
 0	 2	0.881	196.220	0.9938	1.553	0.883	196.229	0.9967	1.134	0.991	192.524	0.9985	2.748	1.008	191.883	0.9980	1.965
 0	 3	0.874	194.480	0.9965	1.166	0.849	196.549	0.9974	0.961	0.960	191.927	0.9976	1.843	0.966	191.764	0.9984	1.235
 0	 4	0.815	196.990	0.9825	2.434	0.823	196.500	0.9930	1.550	0.918	192.537	0.9998	2.922	0.928	191.953	0.9999	1.961
 0	 5	0.855	193.135	0.9877	2.136	0.822	194.898	0.9796	2.654	0.936	190.876	0.9984	2.763	0.916	191.216	0.9983	3.168
 0	 6	0.795	195.680	0.9972	0.947	0.786	195.849	0.9965	1.039	0.890	191.639	0.9981	2.452	0.877	191.857	0.9985	1.527
 0	 7	0.780	195.415	0.9979	0.791	0.822	191.935	1.0000	0.034	0.842	192.612	0.9994	2.121	0.866	191.323	0.9990	1.205
 1	 0	1.077	182.905	0.9991	0.743	1.102	180.744	0.9956	1.631	1.368	171.183	1.0000	1.581	1.354	171.938	1.0000	1.563
 1	 1	0.983	180.910	0.9986	0.825	0.985	180.933	0.9962	1.356	1.197	171.985	0.9982	2.622	1.187	172.598	0.9983	1.736
 1	 2	0.996	175.530	0.9951	1.559	1.021	173.706	0.9991	0.695	1.102	172.738	0.9984	3.311	1.105	172.771	0.9984	2.464
 1	 3	0.980	173.825	0.9952	1.521	0.935	177.138	0.9987	0.752	1.062	172.152	0.9977	2.447	1.065	172.045	0.9984	1.461
 1	 4	0.909	177.055	0.9827	2.699	0.928	175.578	0.9942	1.581	1.032	172.080	0.9998	3.124	1.031	171.956	0.9999	1.965
 1	 5	0.966	171.445	0.9883	2.355	0.938	173.083	0.9869	2.415	1.039	170.634	0.9983	3.262	1.021	170.985	0.9982	3.536
 1	 6	0.868	176.685	0.9958	1.265	0.851	177.166	0.9999	0.225	1.002	170.675	0.9979	2.667	0.978	171.235	0.9986	1.539
 1	 7	0.862	175.230	0.9990	0.623	0.924	170.356	0.9997	0.379	0.930	172.323	0.9994	2.149	0.961	170.752	0.9989	1.631
 2	 0	1.066	206.645	0.9988	0.821	1.087	204.604	0.9992	0.706	1.380	194.106	0.9999	2.059	1.348	195.432	1.0000	1.634
 2	 1	0.951	205.470	0.9995	0.482	0.953	205.252	0.9971	1.159	1.183	195.269	0.9982	3.168	1.149	196.799	0.9985	1.498
 2	 2	0.972	199.880	0.9932	1.800	0.980	198.992	0.9998	0.294	1.101	195.634	0.9986	3.570	1.106	195.382	0.9984	2.166
 2	 3	0.968	197.325	0.9930	1.817	0.900	202.644	0.9984	0.818	1.060	195.017	0.9973	3.174	1.067	194.961	0.9982	2.404
 2	 4	0.874	202.145	0.9809	2.730	0.882	201.675	0.9964	1.181	1.025	195.249	0.9997	3.948	1.027	195.112	0.9999	1.938
 2	 5	0.944	196.370	0.9821	2.850	0.900	199.108	0.9809	2.804	1.054	193.191	0.9983	3.502	1.036	193.542	0.9982	3.421
 2	 6	0.844	201.415	0.9937	1.500	0.823	202.136	0.9995	0.424	1.002	193.770	0.9977	3.114	0.981	194.084	0.9985	1.704
 2	 7	0.825	201.460	0.9992	0.520	0.879	196.880	0.9978	0.929	0.928	195.818	0.9995	2.684	0.956	194.287	0.9990	1.676
 3	 0	1.076	157.595	0.9968	1.363	1.115	154.368	0.9975	1.256	1.394	145.567	0.9999	2.192	1.354	147.524	1.0000	1.664
 3	 1	0.951	157.310	0.9983	0.881	0.935	158.350	0.9908	2.013	1.189	147.547	0.9980	4.396	1.165	148.608	0.9981	3.135
 3	 2	0.975	151.765	0.9852	2.671	0.997	150.299	0.9999	0.265	1.092	148.592	0.9983	5.524	1.117	148.146	0.9977	2.719
