INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.334	2.334	2.126	2.126
 0	 1	2.455	2.455	2.324	2.326
 0	 2	2.488	2.490	2.397	2.404
 0	 3	2.576	2.578	2.545	2.546
 0	 4	2.544	2.544	2.541	2.548
 0	 5	2.565	2.565	2.614	2.623
 0	 6	2.748	2.748	2.839	2.844
 0	 7	2.859	2.859	2.925	2.931
 1	 0	2.657	2.525	2.214	2.100
 1	 1	2.524	2.424	2.204	2.120
 1	 2	2.610	2.539	2.379	2.313
 1	 3	2.312	2.297	2.154	2.146
 1	 4	2.444	2.408	2.331	2.302
 1	 5	2.488	2.473	2.391	2.377
 1	 6	2.510	2.475	2.443	2.413
 1	 7	2.608	2.593	2.550	2.528
 2	 0	2.716	2.498	2.270	2.081
 2	 1	2.727	2.561	2.437	2.285
 2	 2	2.663	2.525	2.423	2.295
 2	 3	2.668	2.524	2.485	2.355
 2	 4	2.693	2.597	2.477	2.383
 2	 5	2.663	2.569	2.489	2.408
 2	 6	2.746	2.711	2.618	2.582
 2	 7	2.856	2.743	2.708	2.605
 3	 0	2.788	2.577	2.290	2.119
 3	 1	2.535	2.451	2.256	2.179
 3	 2	2.597	2.481	2.362	2.271
 3	 3	2.544	2.525	2.357	2.334
 3	 4	2.538	2.490	2.395	2.356
 3	 5	2.659	2.634	2.506	2.488
 3	 6	2.635	2.609	2.505	2.472
 3	 7	2.911	2.869	2.785	2.742
 4	 0	2.956	2.656	2.409	2.162
 4	 1	2.724	2.556	2.376	2.225
 4	 2	2.733	2.582	2.471	2.343
 4	 3	2.653	2.515	2.493	2.373
 4	 4	2.641	2.562	2.464	2.398
 4	 5	2.758	2.719	2.668	2.622
 4	 6	2.776	2.672	2.710	2.609
 4	 7	2.873	2.819	2.810	2.758
 5	 0	2.904	2.911	2.367	2.360
 5	 1	2.807	2.762	2.473	2.424
 5	 2	2.794	2.719	2.486	2.422
 5	 3	2.678	2.636	2.466	2.431
 5	 4	2.694	2.666	2.515	2.510
 5	 5	2.817	2.794	2.600	2.568
 5	 6	2.877	2.828	2.640	2.600
 5	 7	3.040	2.976	2.805	2.744
 6	 0	3.452	3.298	2.796	2.660
 6	 1	3.017	2.843	2.638	2.490
 6	 2	2.840	2.772	2.564	2.503
 6	 3	2.920	2.823	2.641	2.552
 6	 4	2.719	2.675	2.488	2.445
 6	 5	2.877	2.855	2.616	2.606
 6	 6	2.827	2.801	2.635	2.608
 6	 7	2.861	2.837	2.635	2.611
 7	 0	3.556	3.408	2.950	2.811
