INDEX
ENC_l_m: ENC obtained with pedestal rms and linear gain fit with mean values
ENC_l_mwo: ENC obtained with pedestal rms and linear gain fit with mean values without outliers
ENC_3_m: ENC obtained with pedestal rms and cubic gain fit with mean values
ENC_3_mwo: ENC obtained with pedestal rms and cubic gain fit with mean values without outliers
-----------------------------------------------------------------
ch	pt	ENC_l_m	ENC_l_mwo	ENC_3_m	ENC_3_mwo
 0	 0	2.917	2.614	2.549	2.276
 0	 1	3.200	2.786	2.922	2.544
 0	 2	3.273	2.971	3.034	2.766
 0	 3	3.751	3.187	3.533	2.995
 0	 4	3.643	3.189	3.547	3.108
 0	 5	4.019	3.421	3.945	3.354
 0	 6	4.016	3.404	4.033	3.422
 0	 7	3.870	3.498	3.908	3.541
 1	 0	3.231	3.182	2.695	2.648
 1	 1	3.529	2.886	3.090	2.512
 1	 2	3.645	3.066	3.258	2.746
 1	 3	3.967	3.167	3.646	2.908
 1	 4	3.929	3.303	3.613	3.046
 1	 5	4.246	4.169	4.026	3.952
 1	 6	4.282	3.387	4.112	3.258
 1	 7	4.022	3.317	3.981	3.295
 2	 0	3.394	3.331	2.824	2.774
 2	 1	3.760	2.847	3.289	2.487
 2	 2	4.018	2.981	3.621	2.687
 2	 3	4.611	3.273	4.194	2.980
 2	 4	4.469	4.437	4.093	4.073
 2	 5	5.086	4.751	4.657	4.361
 2	 6	4.982	4.889	4.655	4.562
 2	 7	4.924	4.828	4.672	4.581
 3	 0	4.352	3.845	3.572	3.167
 3	 1	4.893	4.364	4.239	3.785
 3	 2	5.638	4.895	4.918	4.277
 3	 3	6.401	5.304	5.688	4.718
 3	 4	6.074	5.404	5.398	4.826
 3	 5	6.523	5.465	5.988	5.019
 3	 6	6.406	5.471	5.946	5.086
 3	 7	6.364	5.667	5.903	5.259
 4	 0	5.022	3.839	4.093	3.109
 4	 1	5.581	4.306	4.815	3.716
 4	 2	6.453	4.807	5.741	4.271
 4	 3	7.486	5.131	6.780	4.669
 4	 4	7.007	5.146	6.497	4.781
 4	 5	7.840	5.809	7.247	5.377
 4	 6	7.786	5.744	7.265	5.360
 4	 7	7.527	5.768	7.139	5.460
 5	 0	5.531	3.854	4.517	3.139
 5	 1	6.686	4.877	5.594	4.090
 5	 2	7.640	5.035	6.691	4.423
 5	 3	9.008	8.066	7.981	7.154
 5	 4	8.430	7.828	7.601	7.075
 5	 5	9.205	8.247	8.510	7.641
 5	 6	9.026	6.282	8.322	5.790
 5	 7	8.523	6.269	7.850	5.793
 6	 0	6.442	3.776	5.176	3.030
 6	 1	7.761	4.780	6.602	4.073
 6	 2	9.154	5.087	7.811	4.363
 6	 3	10.591	5.215	9.284	4.583
 6	 4	9.982	5.678	8.707	4.961
 6	 5	10.946	5.969	9.852	5.371
 6	 6	11.020	6.127	10.054	5.645
 6	 7	10.509	8.631	10.065	8.301
 7	 0	8.079	5.798	6.553	4.696
 7	 1	9.897	7.200	8.322	6.058
 7	 2	11.621	7.357	10.102	6.388
 7	 3	13.687	8.196	12.233	7.303
 7	 4	12.519	8.323	11.558	7.692
 7	 5	14.106	8.742	13.168	8.139
 7	 6	14.421	9.232	13.449	8.659
 7	 7	13.670	9.404	13.244	9.109
 8	 0	7.490	4.077	6.344	3.437
 8	 1	9.273	4.882	8.079	4.241
 8	 2	10.727	5.038	9.755	4.579
 8	 3	12.886	7.894	12.038	7.374
 8	 4	11.880	8.074	11.614	7.931
 8	 5	13.481	8.887	13.077	8.577
 8	 6	13.945	9.413	13.474	9.081
 8	 7	13.421	9.459	13.220	9.306
 9	 0	7.797	4.463	6.337	3.644
 9	 1	9.190	4.809	7.978	4.194
 9	 2	10.623	4.996	9.418	4.400
 9	 3	12.249	8.104	11.284	7.507
 9	 4	11.436	8.587	10.516	7.866
 9	 5	12.389	8.642	11.637	8.173
 9	 6	12.429	9.118	11.567	8.479
 9	 7	11.727	8.804	11.148	8.373
10	 0	6.766	4.189	5.436	3.336
10	 1	7.601	4.703	6.600	4.082
10	 2	9.025	5.034	7.943	4.429
10	 3	10.488	5.404	9.588	4.929
10	 4	9.773	5.729	9.005	5.291
10	 5	10.246	6.076	9.607	5.709
10	 6	10.264	8.356	9.680	7.928
10	 7	9.835	8.271	9.479	7.875
11	 0	5.182	3.709	4.359	3.120
11	 1	6.155	4.619	5.410	4.049
11	 2	7.274	5.043	6.575	4.553
11	 3	8.281	5.367	7.705	5.000
11	 4	8.174	5.768	7.564	5.322
11	 5	8.696	5.962	8.118	5.566
11	 6	8.803	6.126	8.259	5.756
11	 7	8.464	6.299	8.258	6.157
12	 0	5.538	4.213	4.472	3.383
12	 1	6.228	4.819	5.385	4.158
12	 2	7.360	5.147	6.489	4.543
12	 3	8.578	5.654	7.679	5.073
12	 4	7.866	5.523	7.349	5.200
12	 5	8.462	5.903	8.037	5.614
12	 6	8.557	6.380	7.897	5.923
12	 7	8.378	6.432	7.876	6.045
13	 0	4.425	3.780	3.684	3.139
13	 1	5.204	4.527	4.474	3.902
13	 2	6.070	5.065	5.338	4.464
13	 3	7.064	5.618	6.349	5.039
13	 4	6.859	5.698	6.242	5.186
13	 5	7.406	5.853	6.806	5.408
13	 6	7.317	6.120	6.804	5.687
13	 7	6.991	6.070	6.608	5.713
14	 0	4.586	4.260	3.790	3.515
14	 1	5.206	4.913	4.443	4.209
14	 2	5.714	5.195	4.923	4.519
14	 3	6.911	5.997	5.980	5.195
14	 4	6.782	6.209	5.971	5.464
14	 5	7.022	6.134	6.225	5.425
14	 6	7.124	6.248	6.305	5.546
14	 7	7.069	6.415	6.429	5.792
15	 0	3.441	3.151	2.849	2.609
15	 1	3.967	3.769	3.418	3.252
15	 2	4.813	4.548	4.130	3.898
15	 3	5.586	4.729	4.895	4.152
15	 4	5.597	5.211	4.976	4.612
15	 5	6.097	5.538	5.499	5.018
15	 6	5.994	5.620	5.407	5.062
15	 7	6.115	5.724	5.672	5.331
16	 0	3.705	3.229	3.080	2.684
16	 1	4.147	3.030	3.637	2.663
16	 2	4.321	4.220	3.887	3.788
16	 3	4.842	4.747	4.430	4.332
16	 4	4.862	4.764	4.439	4.355
16	 5	5.137	4.982	4.829	4.732
16	 6	5.282	5.210	4.981	4.910
16	 7	5.071	4.997	4.836	4.776
17	 0	3.940	3.604	3.258	2.977
17	 1	4.317	3.883	3.791	3.420
17	 2	4.700	4.294	4.179	3.835
17	 3	5.358	4.859	4.871	4.408
17	 4	5.233	4.809	4.801	4.433
17	 5	5.565	4.979	5.129	4.583
17	 6	5.597	5.225	5.187	4.843
17	 7	5.370	5.141	5.040	4.817
18	 0	3.990	3.644	3.369	3.070
18	 1	4.455	2.853	3.960	2.528
18	 2	5.131	4.462	4.691	4.087
18	 3	5.898	5.166	5.508	4.828
18	 4	5.606	5.222	5.309	4.955
18	 5	6.312	5.583	6.034	5.347
18	 6	6.540	5.984	6.206	5.679
18	 7	5.892	5.505	5.790	5.406
19	 0	5.057	3.961	4.176	3.282
19	 1	5.979	4.700	5.179	4.075
19	 2	6.634	4.888	5.894	4.352
19	 3	7.555	5.194	6.954	4.784
19	 4	6.974	5.625	6.415	5.172
19	 5	7.594	5.526	7.253	5.298
19	 6	7.953	5.998	7.608	5.750
19	 7	7.524	6.101	7.345	5.957
20	 0	6.169	4.468	4.978	3.604
20	 1	7.245	5.200	6.135	4.415
20	 2	8.317	5.589	7.087	4.783
20	 3	9.780	5.632	8.525	4.915
20	 4	8.970	8.604	7.775	7.434
20	 5	9.860	8.514	8.713	7.478
20	 6	9.979	8.658	8.924	7.776
20	 7	9.231	8.312	8.467	7.627
21	 0	5.238	3.912	4.271	3.206
21	 1	6.155	4.675	5.282	4.016
21	 2	7.270	5.137	6.370	4.488
21	 3	8.316	6.768	7.620	6.188
21	 4	7.932	5.582	7.256	5.104
21	 5	8.567	7.738	8.178	7.381
21	 6	8.570	8.093	8.128	7.690
21	 7	8.064	7.657	7.900	7.498
22	 0	7.059	4.527	5.758	3.677
22	 1	8.709	5.512	7.384	4.685
22	 2	10.067	7.826	8.682	6.748
22	 3	11.600	8.609	10.138	7.556
22	 4	10.654	8.632	9.616	7.802
22	 5	11.621	8.503	10.685	7.834
22	 6	11.746	8.749	10.774	8.063
22	 7	10.927	8.533	10.273	8.025
23	 0	7.155	4.060	5.888	3.319
23	 1	8.713	4.643	7.464	3.984
23	 2	10.820	5.047	9.266	4.294
23	 3	12.507	8.267	11.209	7.415
23	 4	11.676	8.516	10.688	7.848
23	 5	12.640	8.813	11.846	8.269
23	 6	12.822	8.703	12.034	8.211
23	 7	11.867	8.859	11.549	8.651
24	 0	7.672	6.125	6.160	4.887
24	 1	9.195	5.305	7.721	4.452
24	 2	10.824	7.696	9.386	6.717
24	 3	12.735	8.255	11.212	7.270
24	 4	12.084	8.577	10.685	7.604
24	 5	13.211	8.916	11.831	7.995
24	 6	13.600	9.767	12.170	8.729
24	 7	12.741	9.296	11.596	8.411
25	 0	6.170	4.244	4.923	3.393
25	 1	7.318	5.071	6.243	4.350
25	 2	8.412	5.006	7.293	4.349
25	 3	9.708	5.376	8.860	4.893
25	 4	9.274	5.674	8.336	5.101
25	 5	10.084	5.871	9.216	5.368
25	 6	10.166	6.010	9.243	5.465
25	 7	9.579	6.074	8.892	5.639
26	 0	5.557	4.039	4.498	3.259
26	 1	6.407	4.820	5.592	4.210
26	 2	7.483	5.201	6.504	4.531
26	 3	8.532	5.538	7.712	5.002
26	 4	8.168	5.688	7.313	5.085
26	 5	9.124	5.888	8.222	5.314
26	 6	9.150	6.245	8.351	5.715
26	 7	8.805	6.478	8.190	6.030
27	 0	4.855	4.035	3.906	3.229
27	 1	5.588	4.622	4.758	3.933
27	 2	6.326	5.262	5.551	4.610
27	 3	7.323	5.458	6.649	4.969
27	 4	6.995	5.741	6.270	5.160
27	 5	7.852	5.844	7.092	5.300
27	 6	7.649	6.022	7.075	5.557
27	 7	7.273	5.955	6.802	5.593
28	 0	3.550	3.296	2.909	2.694
28	 1	4.168	3.826	3.536	3.248
28	 2	4.573	4.255	4.024	3.752
28	 3	5.404	4.832	4.803	4.301
28	 4	5.102	4.887	4.562	4.364
28	 5	5.555	5.080	5.168	4.739
28	 6	5.473	5.148	5.199	4.894
28	 7	5.235	5.015	5.027	4.818
29	 0	3.845	3.627	3.100	2.926
29	 1	4.162	3.994	3.538	3.391
29	 2	4.549	4.460	3.911	3.844
29	 3	5.031	4.748	4.386	4.136
29	 4	4.978	4.823	4.321	4.191
29	 5	5.082	4.771	4.577	4.290
29	 6	5.047	4.911	4.599	4.486
29	 7	4.736	4.614	4.426	4.311
30	 0	3.015	2.499	2.544	2.115
30	 1	3.168	2.665	2.805	2.367
30	 2	3.315	2.820	3.008	2.565
30	 3	3.804	3.115	3.572	2.929
30	 4	3.629	3.039	3.432	2.875
30	 5	4.004	3.251	3.889	3.162
30	 6	3.914	3.328	3.769	3.202
30	 7	3.952	3.370	3.896	3.320
31	 0	3.441	3.001	2.831	2.475
31	 1	3.717	3.675	3.147	3.104
31	 2	3.711	3.257	3.185	2.792
31	 3	4.223	4.219	3.715	3.715
31	 4	3.948	3.954	3.506	3.508
31	 5	4.368	4.329	3.872	3.841
31	 6	4.211	4.211	3.769	3.774
31	 7	4.051	3.722	3.701	3.414
